idcobrarpagardoc,FECHA_FACTEX,FACT_EXPORT,idclieprov,CLIENTE_EXT,VARIEDAD,VARIEDAD2,PtoDestino,NRO_CONTENEDOR,CANTIDAD_KG,PP_FACTURA,sub_total,PRIMER_ADELANTO,SEGUNDO_ADELANTO,LIQUIDACION,PP_VENTA,PP_FOB,PP_CAMPO,PRI_ADEL,SEG_ADEL,LIQ_ADEL,PAIS,CONTINENTE,COSTO_FOB,EST_LIQ,COSTO_CAMPO,fecha,ADELANTO,NDEBITO,KG_LIQ,MONTO_LIQ,POR_L,div_cont,div_cont_liq
_6BR0SANE655387,2022-05-02 00:00:00,INV-FE01-0000917,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OKITSU,MIAMI - USA,BMOU-985099-0,9216.0,1.1,10137.6,5760.0,,8029.31,2.563566,1.4962356770833,1.021383,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0673298611111,SI,0.474852,2022-05-02 00:00:00,10137.6,3651.70176,9216.0,13789.308,BMOU-985099-0,0.4,0.4
_6BR0U4C8A55387,2022-05-02 14:03:11,INV-FE01-0000919,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,BMOU-988464-5,23040.0,1.1,25344.0,14400.0,,19968.66,2.578407,1.4916953125,1.016842,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0867118055555,SI,0.474852,2022-05-02 14:03:11,25344.0,9024.6528,23040.0,34368.66,BMOU-988464-5,1.0,1.0
_6BU16B4TO55387,2022-05-06 19:44:23,INV-FE01-0000934,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,CTWU-160148-9,22880.0,1.4,32032.0,16016.0,,14506.0,1.35,1.3340034965034,0.862517,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0159965034965,SI,0.471486,2022-05-06 19:44:23,30521.98864,0.0,22880.0,30522.0,CTWU-160148-9,1.0,1.0
_6BW17QZZF55387,2022-05-07 20:24:43,INV-FE01-0000939,EXP00000027,SALIX FRUITS LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,HLBU-965544-6,22880.0,1.4,32032.0,16016.0,,11768.33,2.120367,1.2143500874125,0.737138,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9060170454545,SI,0.477211,2022-05-07 20:24:43,27784.328,0.0,22880.0,27784.33,HLBU-965544-6,1.0,1.0
_6BY12GROD55387,2022-05-09 17:56:48,INV-FE01-0000943,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,SMLU-547064-2,23040.0,1.1,25344.0,14400.0,,19858.22,2.574281,1.4869019097222,1.018985,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0873797743055,SI,0.467916,2022-05-09 17:56:48,25344.0,8914.19904,23040.0,34258.22,SMLU-547064-2,1.0,1.0
_6C802O9J255387,2022-05-19 01:14:51,INV-FE01-0000971,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SEGU-942931-4,5760.0,1.1,6336.0,3600.0,,2972.94,2.178125,0.9601011284722,0.485086,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7797426215277,SI,0.475014,2022-05-19 01:14:51,5038.04736,492.1344,5760.0,5530.1825,SEGU-942931-4,0.25,0.25
_6CB0K80MG37112,2022-05-23 00:00:00,INV-FE01-0000979,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,MIAMI - USA,SEKU-912052-5,13824.0,1.1,15206.4,8640.0,,4519.9,1.925138,0.9519626736111,0.480877,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9731762152777,SI,0.471085,2022-05-23 00:00:00,13159.922688,0.0,13824.0,13159.932,SEKU-912052-5,0.6,0.6
_6CB0M2C3L37112,2022-05-24 10:17:40,INV-FE01-0000980,EXT00000062,GAIA LLC,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,SZLU-927370-8,3300.0,1.2,3960.0,2250.16,,2461.96,1.1,1.2971136767317,0.818454,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0162522202486,SI,0.478658,2022-05-24 10:17:40,3637.0323,774.411,3300.0,4280.475133,SZLU-927370-8,0.146536412078,0.146536412078
_6CH0WBC7P55387,2022-05-30 00:00:00,INV-FE01-0000990,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OKITSU,MIAMI - USA,CAIU-554571-0,3456.0,1.1,3801.6,2160.0,,1715.8,2.164878,1.1214557291666,0.646481,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0434227430555,SI,0.474973,2022-05-30 00:00:00,3801.6,74.14848,3456.0,3875.751,CAIU-554571-0,0.15,0.15
_6CR1564X755387,2022-06-08 19:12:30,INV-FE01-0001000,EXT00000109,INCAVO USA CORP:,HASS,HASS,MALAGA - ESPAÑA,TEMU-904060-6,16530.0,0.986297,16303.5,,,,0.456043,0.4560435571687,0.456043,NO,NO,NO,,EUROPA,0.0,SI,,2022-06-08 19:12:30,0.0,0.0,16530.0,7538.4,TEMU-904060-6,1.0,1.0
_6CV15N5EN37112,2022-06-11 19:25:44,INV-FE01-0001006,EXT00000110,WORLD FRESH PRODUCE INC.,W. MURCOTT,W. MURCOTT,MONTREAL - CANADA,TTNU-852094-3,12672.0,1.1,13939.2,,,7033.1,1.25,0.555011352284,0.130125,NO,NO,SI,CANADA,AMERICA DEL NORTE,0.7162174189446,NO,0.424886,2022-06-11 19:25:44,7033.099392,0.0,0.0,0.0,0,0.575424575424,0.0
_6D50R0PZX37112,2022-06-22 12:36:23,INV-FE01-0001009,EXP00000025,WONDERFUL CITRUS PACKING  LLC,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,MNBU-904435-9,23040.0,1.1,25344.0,11520.0,,,,,,SI,NO,NO,EEUU,AMERICA DEL NORTE,,NO,,2022-06-22 12:36:23,11520.0,0.0,0.0,0.0,0,1.0,0.0
_6D90QUDOW37112,2022-06-25 00:00:00,INV-FE01-0001011,EXP00000012,"ESU FARM, LLC",W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,HLBU-923992-1,22572.0,1.1,24829.2,12414.6,,7238.34,1.902091,0.8746650717703,0.427594,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0274260145312,SI,0.44707,2022-06-25 00:00:00,24829.2,0.0,22572.0,19742.94,HLBU-923992-1,1.0,1.0
_6DS1AXEYF55387,2022-07-14 00:00:00,INV-FE01-0001018,EXP00000012,"ESU FARM, LLC",TANGO,TANGO,PHILADELPHIA - USA,MNBU-900029-0,11104.0,1.1,12214.4,6107.2,,4729.49,1.841723,0.9759266930835,0.526221,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.8657970100864,SI,0.449705,2022-07-14 00:00:00,10836.682304,0.0,11104.0,10836.69,MNBU-900029-0,0.5,0.5
_6C60390VD55387,2022-05-18 01:31:00,INV-FE01-0000964,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-410318-7,18480.0,1.4,25872.0,10112.31,,11183.31,1.35,1.2859265734265,0.810849,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0159965034965,SI,0.475077,2022-05-18 01:31:00,23763.91248,0.0,18480.0,23763.923076,MNBU-410318-7,0.807692307692,0.807692307692
_6C603N14K55387,2022-05-18 01:41:53,INV-FE01-0000967,EXP00000019,TAMBO SUR LLC,PRIMOSOLE,PRIMOSOLE,BALBOA - PANAMA,MNBU-900599-0,8064.0,0.75,6048.0,,,6048.0,0.971078,0.9710290623286,0.531976,NO,NO,SI,PANAMA,AMERICA DEL NORTE,0.0,SI,0.439052,2022-05-18 01:41:53,7830.377856,656.925696,8064.0,7830.378358,MNBU-900599-0,0.368488393346,0.368488393346
_6C802D3J455387,2022-05-19 00:00:00,INV-FE01-0000969,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TTNU-850877-9,23040.0,1.1,25344.0,11520.0,,20131.76,2.540953,1.3737743055555,0.898846,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.1671796875,SI,0.474927,2022-05-19 00:00:00,25344.0,6307.75296,23040.0,31651.76,TTNU-850877-9,1.0,1.0
_6C802RA8T55387,2022-05-20 01:17:12,INV-FE01-0000972,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SZLU-930474-8,23040.0,1.1,25344.0,11520.0,,20131.76,2.540953,1.3737743055555,0.903936,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.1671796875,SI,0.469837,2022-05-20 01:17:12,25344.0,6307.75296,23040.0,31651.76,SZLU-930474-8,1.0,1.0
_6CB0M2C3L37112,2022-05-24 10:17:40,INV-FE01-0000980,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SZLU-927370-8,19220.0,1.085327,20860.0,10159.84,,14339.04,1.35,1.2971136767317,0.818454,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0162522202486,SI,0.478658,2022-05-24 10:17:40,21182.95782,4510.3574,19220.0,24930.524866,SZLU-927370-8,0.853463587921,0.853463587921
_6CB0MC4RI37112,2022-05-24 10:25:17,INV-FE01-0000982,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-363958-1,22880.0,1.1,25168.0,12584.0,,18197.84,2.138986,1.3453601398601,0.863581,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7936258741258,SI,0.481778,2022-05-24 10:25:17,25168.0,5613.8368,22880.0,30781.84,MNBU-363958-1,1.0,1.0
_6CF11RSXG55387,2022-05-27 00:00:00,INV-FE01-0000986,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SMLU-547300-3,20320.0,1.102362,22400.0,11006.59,,15308.58,1.35,1.3093250444049,0.827558,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0162522202486,SI,0.481766,2022-05-27 00:00:00,22593.808,4768.4944,20320.0,26605.484902,SMLU-547300-3,0.902309058614,0.902309058614
_6CS1EXGCT55387,2022-06-10 00:00:00,INV-FE01-0001004,EXT00000109,INCAVO USA CORP:,HASS,HASS,ALGECIRAS - ESPAÑA,CGMU-691939-5,11208.0,1.351106,15143.2,,,,0.592947,0.5929470021413,0.592947,NO,NO,NO,ESPAÑA,EUROPA,0.0,SI,,2022-06-10 00:00:00,0.0,0.0,11208.0,6645.75,CGMU-691939-5,1.0,1.0
_6D50QV8K737112,2022-06-22 00:00:00,INV-FE01-0001008,EXT0000050 ,CLASSIC HARVEST LLC,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,MNBU-351660-6,23040.0,1.1,25344.0,14400.0,,13512.34,2.147174,1.2114730902777,0.772182,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9357013888888,SI,0.43929,2022-06-22 00:00:00,25344.0,2568.33792,23040.0,27912.34,MNBU-351660-6,1.0,1.0
_6DK04DMC855387,2022-07-08 00:00:00,INV-FE01-0001017,EXP00000003,SEALD SWEET INTERNATIONAL,TANGO,TANGO,PHILADELPHIA - USA,HLBU-953960-0,9216.0,1.1,10137.6,4608.0,,5420.84,1.871289,1.08819921875,0.641725,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.79081640625,SI,0.446473,2022-07-08 00:00:00,10137.6,0.0,9216.0,10028.844,HLBU-953960-0,0.4,0.4
_6DS1B96HE55387,2022-07-14 00:00:00,INV-FE01-0001019,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,TANGO,TANGO,PHILADELPHIA - USA,MNBU-419865-0,11520.0,1.1,12672.0,7200.0,,1021.14,1.721409,0.7136410590277,0.27435,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.00776953125,NO,0.43929,2022-07-14 00:00:00,7200.0,0.0,0.0,0.0,0,0.5,0.0
_6DS1D4GQH55387,2022-07-15 00:00:00,INV-FE01-0001021,EXT0000050 ,CLASSIC HARVEST LLC,W. MURCOTT,W. MURCOTT,PORT EVERGLADES - USA,MNBU-363128-2,23040.0,1.1,25344.0,14400.0,,10151.86,2.070078,1.0656189236111,0.61871,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0044592013888,SI,0.446908,2022-07-15 00:00:00,24551.83872,0.0,23040.0,24551.86,MNBU-363128-2,1.0,1.0
_6CF12P0D455387,2022-05-28 18:03:13,INV-FE01-0000988,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SZLU-950963-0,23040.0,1.1,25344.0,5760.0,,24128.12,2.058991,1.2972274305555,0.837383,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7617638888888,SI,0.459843,2022-05-28 18:03:13,25344.0,4544.11008,23040.0,29888.12,SZLU-950963-0,1.0,1.0
_6CF138EX355387,2022-05-28 00:00:00,INV-FE01-0000989,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TEMU9670821,23040.0,1.1,25344.0,11520.0,,-148.41,1.630902,0.49355859375,0.031544,SI,NO,NO,EEUU,AMERICA DEL NORTE,1.1373441840277,SI,0.462013,2022-05-28 00:00:00,25344.0,0.0,23040.0,11371.59,TEMU9670821,1.0,1.0
_6CH0WKQRB55387,2022-05-30 00:00:00,INV-FE01-0000991,EXT00000062,GAIA LLC,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,TRIU-887135-1,1680.0,1.2,2016.0,1156.89,,1198.73,1.1,1.3090413164013,0.840958,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0163655875514,SI,0.468082,2022-05-30 00:00:00,1921.36056,277.82832,1680.0,2199.189411,TRIU-887135-1,0.075120729744,0.075120729744
_6CK0YIG7T37112,2022-06-01 16:06:07,INV-FE01-0000993,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-305683-5,4608.0,1.1,5068.8,2880.0,,-1512.3,0.0,4.340277e-07,-0.469196,SI,NO,NO,EEUU,AMERICA DEL NORTE,0.0,SI,0.469197,2022-06-01 16:06:07,0.0,0.0,4608.0,0.002,MNBU-305683-5,0.2,0.2
_6CK0YIG7T37112,2022-06-01 16:06:07,INV-FE01-0000993,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,MNBU-305683-5,384.0,1.1,422.4,5760.0,,-407.33,2.6e-05,4.340277e-07,-0.469196,SI,NO,NO,EEUU,AMERICA DEL NORTE,0.0,SI,0.469197,2022-06-01 16:06:07,0.0,0.0,384.0,0.000166,MNBU-305683-5,0.016666666666,0.016666666666
_6CK14YWST37112,2022-06-03 19:06:53,INV-FE01-0000995,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,TRIU-811868-8,15504.0,1.1,17054.4,9690.0,,,0.0,4.340277e-07,-0.459843,SI,NO,NO,EEUU,AMERICA DEL NORTE,0.0,SI,0.459843,2022-06-03 19:06:53,0.0,0.0,15504.0,0.006729,TRIU-811868-8,0.672916666666,0.672916666666
_6CM15YLT555387,2022-06-04 19:34:39,INV-FE01-0000997,EXT00000062,GAIA LLC,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,SZLU-917028-0,2482.0,1.4,3474.8,1730.0,,1620.7,1.35,1.3184823340471,0.851051,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0163276231263,SI,0.46743,2022-06-04 19:34:39,3272.472324,0.0,2482.0,3272.473153,SZLU-917028-0,0.110724482512,0.110724482512
_6D90QOP0437112,2022-06-25 00:00:00,INV-FE01-0001010,EXP00000003,SEALD SWEET INTERNATIONAL,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,HLBU-952257-2,23040.0,1.1,25344.0,5760.0,,17630.58,1.792343,1.0152161458333,0.57395,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7771271701388,SI,0.441265,2022-06-25 00:00:00,25344.0,0.0,23040.0,23390.58,HLBU-952257-2,1.0,1.0
_6DD0TJLJI55387,2022-06-30 00:00:00,INV-FE01-0001012,EXP00000025,WONDERFUL CITRUS PACKING  LLC,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,MNBU-379418-7,23040.0,1.1,25344.0,11520.0,,,1.566653,0.6174813368055,0.17819,SI,NO,NO,EEUU,AMERICA DEL NORTE,0.9491723090277,NO,0.43929,2022-06-30 00:00:00,14226.76224,0.0,0.0,0.0,0,1.0,0.0
_6DD0TOO2O55387,2022-07-02 13:51:00,INV-FE01-0001013,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,HLBU-920734-9,17280.0,1.1,19008.0,10800.0,,35.57,1.658719,0.62705859375,0.185792,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0316610243055,NO,0.441265,2022-07-02 13:51:00,10800.0,0.0,0.0,0.0,0,0.75,0.0
_6DK0413EK55387,2022-07-07 00:00:00,INV-FE01-0001015,EXP00000025,WONDERFUL CITRUS PACKING  LLC,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,MNBU-326794-6,12672.0,1.1,13939.2,6336.0,,,,,,SI,NO,NO,EEUU,AMERICA DEL NORTE,,NO,,2022-07-07 00:00:00,6336.0,0.0,0.0,0.0,0,0.55,0.0
_6DS1C2P0F55387,2022-07-15 00:00:00,INV-FE01-0001020,EXP00000003,SEALD SWEET INTERNATIONAL,TANGO,TANGO,PHILADELPHIA - USA,HLBU-925107-0,23040.0,1.1,25344.0,5760.0,,10922.88,1.459643,0.7240833333333,0.279345,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7355598958333,NO,0.444737,2022-07-15 00:00:00,16682.87232,0.0,0.0,0.0,0,1.0,0.0
_6BU16FHFN55387,2022-05-06 19:47:46,INV-FE01-0000935,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TEMU-908429-2,22880.0,1.1,25168.0,12584.0,,17293.18,2.160926,1.3058208041958,0.819824,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.8551057692307,SI,0.485996,2022-05-06 19:47:46,25168.0,4709.1616,22880.0,29877.18,TEMU-908429-2,1.0,1.0
_6BU16O13955387,2022-05-06 00:00:00,INV-FE01-0000936,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TTNU-840899-6,23040.0,1.1,25344.0,12960.0,,16864.99,2.049633,1.2944874131944,0.829435,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7551458333333,SI,0.465052,2022-05-06 00:00:00,25344.0,4480.98048,23040.0,29824.99,TTNU-840899-6,1.0,1.0
_6BZ11S06K55387,2022-05-11 17:37:32,INV-FE01-0000951,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,BMOU-988487-7,23040.0,1.1,25344.0,11520.0,,23616.25,2.701693,1.5250108506944,1.044984,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.1766827256944,SI,0.480026,2022-05-11 17:37:32,25344.0,9792.2304,23040.0,35136.25,BMOU-988487-7,1.0,1.0
_6C40YRO4O37112,2022-05-16 16:13:18,INV-FE01-0000961,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,SEKU-911714-1,16128.0,1.1,17740.8,10080.0,,9680.0,2.267057,1.2251996527777,0.750225,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0418576388888,SI,0.474973,2022-05-16 16:13:18,17740.8,2019.209472,16128.0,19760.02,SEKU-911714-1,0.7,0.7
_6C40YRO4O37112,2022-05-16 16:13:18,INV-FE01-0000961,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OKITSU,MIAMI - USA,SEKU-911714-1,5760.0,1.1,6336.0,3600.0,,3457.0,2.267057,1.2251996527777,0.750225,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0418576388888,SI,0.474973,2022-05-16 16:13:18,6336.0,721.14624,5760.0,7057.15,SEKU-911714-1,0.25,0.25
_6C40YRO4O37112,2022-05-16 16:13:18,INV-FE01-0000961,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,MIAMI - USA,SEKU-911714-1,1152.0,1.1,1267.2,720.0,,691.4,2.267057,1.2251996527777,0.750225,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0418576388888,SI,0.474973,2022-05-16 16:13:18,1267.2,144.229248,1152.0,1411.43,SEKU-911714-1,0.05,0.05
_6C60390VD55387,2022-05-18 01:31:00,INV-FE01-0000964,EXT00000062,GAIA LLC,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,MNBU-410318-7,4400.0,1.2,5280.0,2407.69,,2662.69,1.1,1.2859265734265,0.810849,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0159965034965,SI,0.475077,2022-05-18 01:31:00,5658.0744,0.0,4400.0,5658.076923,MNBU-410318-7,0.192307692307,0.192307692307
_6C603IFWC55387,2022-05-18 01:38:19,INV-FE01-0000966,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-432147-1,23040.0,1.1,25344.0,11520.0,,22158.1,2.136581,1.4617230902777,0.99267,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6748585069444,SI,0.469052,2022-05-18 01:38:19,25344.0,8334.09792,23040.0,33678.1,MNBU-432147-1,1.0,1.0
_6C603N14K55387,2022-05-18 01:41:53,INV-FE01-0000967,EXP00000019,TAMBO SUR LLC,LIMA TAHITI,LIMA TAHITI,BALBOA - PANAMA,MNBU-900599-0,13820.0,1.1,15202.0,,,15202.0,0.971,0.9710290623286,0.531976,NO,NO,SI,PANAMA,AMERICA DEL NORTE,0.0,SI,0.439052,2022-05-18 01:41:53,13419.62078,1125.83248,13820.0,13419.621641,MNBU-900599-0,0.631511606653,0.631511606653
_6C802U4OW55387,2022-05-20 01:19:25,INV-FE01-0000973,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,CAIU-556007-8,23040.0,1.1,25344.0,11520.0,,17346.09,2.005673,1.2528684895833,0.78303,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7528046875,SI,0.469837,2022-05-20 01:19:25,25344.0,3605.78304,23040.0,28866.09,CAIU-556007-8,1.0,1.0
_6CF11LTZF55387,2022-05-26 17:32:47,INV-FE01-0000985,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,MNBU-009685-5,14976.0,1.1,16473.6,9360.0,,4759.47,1.857552,1.1028016493055,0.633604,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7547504340277,SI,0.469197,2022-05-26 17:32:47,16515.547776,41.947776,14976.0,16515.5575,MNBU-009685-5,0.65,0.65
_6CS1EM3SO55387,2022-06-10 23:36:52,INV-FE01-0001003,EXT00000109,INCAVO USA CORP:,HASS,HASS,ROTTERDAM - EUROPA,HLBU-917627-4,12030.0,1.567747,18860.0,,,,1.172173,1.1721737323358,1.172173,NO,NO,NO,PAISES BAJOS,EUROPA,0.0,SI,,2022-06-10 23:36:52,0.0,0.0,12030.0,14101.25,HLBU-917627-4,1.0,1.0
_6DD0TOO2O55387,2022-07-02 13:51:00,INV-FE01-0001013,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,TANGO,TANGO,PHILADELPHIA - USA,HLBU-920734-9,5760.0,1.1,6336.0,3600.0,,11.86,1.65872,0.62705859375,0.185792,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0316610243055,NO,0.441265,2022-07-02 13:51:00,3600.0,0.0,0.0,0.0,0,0.25,0.0
_6DH039M1T55387,2022-07-04 00:00:00,INV-FE01-0001014,EXT0000050 ,CLASSIC HARVEST LLC,TANGO,TANGO,MIAMI - USA,SEKU-911762-4,6912.0,1.1,7603.2,4320.0,,3036.89,2.109113,1.0643645833333,0.612757,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.04475,SI,0.451607,2022-07-04 00:00:00,7356.883968,0.0,6912.0,7356.888,SEKU-911762-4,0.3,0.3
_6DK0413EK55387,2022-07-07 00:00:00,INV-FE01-0001015,EXP00000025,WONDERFUL CITRUS PACKING  LLC,TANGO,TANGO,PHILADELPHIA - USA,MNBU-326794-6,10368.0,1.1,11404.8,5184.0,,,,,,SI,NO,NO,EEUU,AMERICA DEL NORTE,,NO,,2022-07-07 00:00:00,5184.0,0.0,0.0,0.0,0,0.45,0.0
_6DV0SZEH537112,2022-07-18 13:31:21,INV-FE01-0001024,EXT0000050 ,CLASSIC HARVEST LLC,W. MURCOTT,W. MURCOTT,MIAMI - USA,SEGU-988684-0,12672.0,1.1,13939.2,7920.0,,4718.63,2.051809,0.9973663194444,0.545759,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0544435763888,SI,0.451607,2022-07-18 13:31:21,12638.621952,0.0,12672.0,12638.626,SEGU-988684-0,0.55,0.55
_6E10VY9QF55387,2022-07-23 14:54:28,INV-FE01-0001028,EXP00000019,TAMBO SUR LLC,TANGO,TANGO,VLADIVOSTOK - RUSIA,MSCU-741014-8,10780.0,0.85,9163.0,,,9163.0,0.85,0.85,0.441008,NO,NO,SI,,,0.0,SI,0.408991,2022-07-23 14:54:28,9163.0,0.0,10780.0,9163.0,MSCU-741014-8,0.471153846153,0.471153846153
_6EA0YPTAD55387,2022-08-01 00:00:00,INV-FE01-0001035,EXT0000050 ,CLASSIC HARVEST LLC,W. MURCOTT,W. MURCOTT,MIAMI - USA,CAIU-554803-0,18432.0,1.1,20275.2,11520.0,,6923.48,2.041406,1.0006228298611,0.562308,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0407834201388,SI,0.438314,2022-08-01 00:00:00,20275.2,0.0,18432.0,18443.48,CAIU-554803-0,0.8,0.8
_6EJ1DXI0J55387,2022-08-10 00:00:00,INV-FE01-0001039,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,MNBU-335924-0,11520.0,1.1,12672.0,7200.0,,,,,,SI,NO,NO,EEUU,AMERICA DEL NORTE,,NO,,2022-08-10 00:00:00,7200.0,0.0,0.0,0.0,0,0.5,0.0
_6EV19KUV855387,2022-08-22 21:15:56,INV-FE01-0001046,EXP00000003,SEALD SWEET INTERNATIONAL,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,MEDU-962593-8,17228.0,1.14214,19676.8,4472.0,,,,,,SI,NO,NO,EEUU,AMERICA DEL NORTE,,NO,,2022-08-22 21:15:56,4804.992568,0.0,0.0,0.0,0,0.754555010511,0.0
_6EV19SFIW55387,2022-08-22 00:00:00,INV-FE01-0001047,EXP00000003,SEALD SWEET INTERNATIONAL,TANGO,TANGO,PHILADELPHIA - USA,MEDU-977824-3,4556.0,1.1,5011.6,1304.0,,,,,,SI,NO,NO,EEUU,AMERICA DEL NORTE,,NO,,2022-08-22 00:00:00,1337.450248,0.0,0.0,0.0,0,0.200457585357,0.0
