idcobrarpagardoc,FECHA_FACTEX,FACT_EXPORT,idclieprov,CLIENTE_EXT,VARIEDAD,VARIEDAD2,PtoDestino,NRO_CONTENEDOR,CANTIDAD_KG,PP_FACTURA,sub_total,PRIMER_ADELANTO,SEGUNDO_ADELANTO,LIQUIDACION,PP_VENTA,PP_FOB,PP_CAMPO,PRI_ADEL,SEG_ADEL,LIQ_ADEL,PAIS,CONTINENTE,COSTO_FOB,EST_LIQ,COSTO_CAMPO,fecha,ADELANTO,NDEBITO,KG_LIQ,MONTO_LIQ,POR_L,div_cont,div_cont_liq
_6BI1ETI0O55387,2022-04-26 23:42:37,INV-FE01-0000903,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-015889-6,22938.0,1.1,25231.8,12879.0,,17756.81,1.98054,1.3355920306914,0.872941,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6449485569796,SI,0.46265,2022-04-26 23:42:37,25231.8,5404.009296,22938.0,30635.81,MNBU-015889-6,1.0,1.0
_6BL1FBAAL55387,2022-04-27 00:00:00,INV-FE01-0000905,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-062796-7,22208.0,1.1,24428.8,12214.4,,15487.2,2.090778,1.2473703170028,0.769898,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.8434077809798,NO,0.477472,2022-04-27 00:00:00,24485.9856,3272.79296,0.0,0.0,0,1.0,0.0
_6BM02CJZ055387,2022-04-29 00:00:00,INV-FE01-0000911,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,BMOU-931081-6,23040.0,1.1,25344.0,12960.0,,18924.5,2.132135,1.3838758680555,0.926124,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7482599826388,SI,0.457751,2022-04-29 00:00:00,25344.0,6540.48,23040.0,31884.5,BMOU-931081-6,1.0,1.0
_6AT123TR437112,2022-03-31 00:00:00,INV-FE01-0000859,EXT00000037,TOTAL WORLDFRESH LTD.,SATSUMA,SATSUMA OKITSU,LONDON - ENGLAND,LNXU-845359-6,22880.0,0.8,18304.0,,,,0.0,4.370629e-07,-0.457945,NO,NO,NO,INGLATERRA,EUROPA,0.0,SI,0.457945,2022-03-31 00:00:00,0.0,0.0,22880.0,0.01,LNXU-845359-6,1.0,1.0
_6AT128OHD37112,2022-03-31 00:00:00,INV-FE01-0000860,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-342954-3,23040.0,1.1,25344.0,7200.0,,23723.78,1.989843,1.3421779513888,0.882104,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6476657986111,SI,0.460073,2022-03-31 00:00:00,25344.0,5579.75808,23040.0,30923.78,MNBU-342954-3,1.0,1.0
_6B517I7OH37112,2022-04-11 20:17:53,INV-FE01-0000877,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,HLBU-901136-1,22364.0,1.1,24600.4,12300.2,,11980.08,2.020837,1.0856859238061,0.597351,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9351511357538,NO,0.488333,2022-04-11 20:17:53,24600.4,378.331788,0.0,0.0,0,1.0,0.0
_6BH122AEE37112,2022-04-23 00:00:00,INV-FE01-0000896,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,BMOU-930759-8,21102.0,1.1,23212.2,11216.0,,19825.6,2.705371,1.4710264429911,1.006487,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.2343450857738,SI,0.464538,2022-04-23 00:00:00,23212.2,7829.390652,21102.0,31041.6,BMOU-930759-8,1.0,1.0
_6BM01IDQV55387,2022-04-28 00:00:00,INV-FE01-0000909,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,CXRU-163679-6,21582.0,1.1,23740.2,13620.0,,4286.57,1.833263,0.8276695698073,0.370999,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0032224861441,SI,0.456669,2022-04-28 00:00:00,17685.47781,177.274548,21582.0,17862.764655,CXRU-163679-6,0.949326999208,0.949326999208
_6BM027Y6O55387,2022-04-29 00:00:00,INV-FE01-0000910,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TEMU-948745-1,23040.0,1.1,25344.0,11520.0,,16896.97,2.39095,1.2333754340277,0.778531,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.1575750868055,SI,0.454843,2022-04-29 00:00:00,25344.0,3072.96,23040.0,28416.97,TEMU-948745-1,1.0,1.0
_6BO12458V37112,2022-04-30 00:00:00,INV-FE01-0000913,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,HLBU-944983-0,23040.0,1.1,25344.0,14400.0,,10556.96,2.002732,1.0832013888888,0.617029,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9195308159722,SI,0.466171,2022-04-30 00:00:00,24956.95104,0.0,23040.0,24956.96,HLBU-944983-0,1.0,1.0
_6BR0SLM9G55387,2022-05-02 13:20:38,INV-FE01-0000918,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,SEGU-962493-8,23040.0,1.1,25344.0,14400.0,,19814.53,2.569418,1.4850056423611,1.010153,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0844127604166,SI,0.474852,2022-05-02 13:20:38,25344.0,8870.5152,23040.0,34214.53,SEGU-962493-8,1.0,1.0
_6BR0UEUO555387,2022-05-03 14:11:21,INV-FE01-0000922,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-347589-4,23040.0,1.1,25344.0,12960.0,,17112.46,1.995656,1.3052282986111,0.83538,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6904279513888,SI,0.469848,2022-05-03 14:11:21,25344.0,4728.45312,23040.0,30072.46,MNBU-347589-4,1.0,1.0
_6BT112YAX55387,2022-05-04 17:18:03,INV-FE01-0000923,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SUDU-803295-5,22364.0,1.1,24600.4,12300.2,,15466.19,2.103022,1.2415663566446,0.767649,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.8614563584331,SI,0.473917,2022-05-04 17:18:03,24600.4,3165.982024,22364.0,27766.39,SUDU-803295-5,1.0,1.0
_6BT149B3D55387,2022-05-04 00:00:00,INV-FE01-0000926,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SEGU-943174-9,23040.0,1.1,25344.0,14400.0,,21822.07,2.427096,1.5721384548611,1.105654,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.8549578993055,NO,0.466484,2022-05-04 00:00:00,25344.0,10878.05952,0.0,0.0,0,1.0,0.0
_6BH12SS7H37112,2022-04-23 00:00:00,INV-FE01-0000897,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SZLU-927922-3,8604.0,1.4,12045.6,5502.58,,4667.81,1.35,1.1820538751493,0.717256,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0168244920474,SI,0.464797,2022-04-23 00:00:00,10170.384012,0.0,8604.0,10170.391541,SZLU-927922-3,0.395513468787,0.395513468787
_6BI1EDIJI55387,2022-04-25 00:00:00,INV-FE01-0000900,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,SEGU-988661-9,10062.0,1.1,11068.2,6420.0,,6928.35,2.395503,1.3272834363522,0.856912,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0707480068082,SI,0.47037,2022-04-25 00:00:00,11068.2,2286.921546,10062.0,13355.125936,SEGU-988661-9,0.45068529965,0.45068529965
_6BR0SANE655387,2022-05-02 00:00:00,INV-FE01-0000917,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,BMOU-985099-0,13824.0,1.1,15206.4,8640.0,,12043.96,2.563564,1.4962356770833,1.021383,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0673298611111,SI,0.474852,2022-05-02 00:00:00,15206.4,5477.55264,13824.0,20683.962,BMOU-985099-0,0.6,0.6
_6BR0UAOBT55387,2022-05-03 14:08:06,INV-FE01-0000921,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-023187-3,22938.0,1.1,25231.8,11520.0,,15690.21,2.4124,1.1862503269683,0.700798,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.2261504926323,SI,0.485452,2022-05-03 14:08:06,25231.8,1978.4025,22938.0,27210.21,MNBU-023187-3,1.0,1.0
_6BU14MXGB55387,2022-05-05 00:00:00,INV-FE01-0000930,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,HLBU-969857-7,4608.0,1.1,5068.8,2880.0,,1443.98,1.760277,1.2804817708333,0.809309,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9837217881944,SI,0.471171,2022-05-05 00:00:00,4770.70848,1129.747968,4608.0,5900.46,HLBU-969857-7,0.2,0.2
_6BW17L5C555387,2022-05-07 20:20:10,INV-FE01-0000938,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TEMU-951990-2,23040.0,1.1,25344.0,12960.0,,16904.82,2.051361,1.2962161458333,0.831164,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7551453993055,SI,0.465052,2022-05-07 20:20:10,25344.0,4520.81664,23040.0,29864.82,TEMU-951990-2,1.0,1.0
_6BY138N5555387,2022-05-09 18:18:28,INV-FE01-0000945,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,SEGU-988686-1,16128.0,1.1,17740.8,10080.0,,12410.24,2.473325,1.394484375,0.932904,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0761167534722,SI,0.461579,2022-05-09 18:18:28,17740.8,4749.437952,16128.0,22490.244,SEGU-988686-1,0.7,0.7
_6BY1AKGZW55387,2022-05-10 21:43:37,INV-FE01-0000947,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PORT HUENEME,MNBU-020019-4,22880.0,1.4,32032.0,16016.0,,14506.0,1.35,1.3340034965034,0.853754,SI,NO,SI,USA,,0.0159965034965,SI,0.480249,2022-05-10 21:43:37,30521.98864,0.0,22880.0,30522.0,MNBU-020019-4,1.0,1.0
_6BZ0V3VEN55387,2022-05-10 14:30:48,INV-FE01-0000948,EXT00000062,GAIA LLC,SATSUMA,SATSUMA OKITSU,PORT HUENEME,MNBU-310249-0,1100.0,1.2,1320.0,829.45,,601.33,1.1,1.271235975389,0.78897,SI,NO,SI,USA,,0.0165580890336,SI,0.482265,2022-05-10 14:30:48,1425.0632,52.5635,1100.0,1398.359572,MNBU-310249-0,0.049764748461,0.049764748461
_6C11B1BMG55387,2022-05-13 21:56:44,INV-FE01-0000955,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,BMOU-984814-4,12672.0,1.1,13939.2,7920.0,,6612.93,2.176699,1.1468537326388,0.674672,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0298459201388,SI,0.472181,2022-05-13 21:56:44,13939.2,593.721216,12672.0,14532.9305,BMOU-984814-4,0.55,0.55
_6C30LTQGB55387,2022-05-14 00:00:00,INV-FE01-0000959,EXT00000047,"COMPAÑIA AGUACATERA DEL SUR, S.L.",HASS,HASS,ALGECIRAS - ESPAÑA,MMAU-136605-1,21120.0,1.5,31680.0,,,,1.030124,0.1141737689393,-0.201244,NO,NO,NO,ESPAÑA,EUROPA,0.9159502840909,SI,0.315418,2022-05-14 00:00:00,2411.33376,0.0,21120.0,2411.35,MMAU-136605-1,1.0,1.0
_6C40YU1TT37112,2022-05-16 00:00:00,INV-FE01-0000962,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,BMOU-988979-7,23040.0,1.1,25344.0,14400.0,,16877.5,2.42819,1.3575303819444,0.879388,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0706597222222,SI,0.478142,2022-05-16 00:00:00,25344.0,5933.4912,23040.0,31277.5,BMOU-988979-7,1.0,1.0
_6BD18Q3GJ55387,2022-04-21 20:52:02,INV-FE01-0000892,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,SMLU-547257-9,3404.0,1.1,3744.4,2540.0,,-1709.82,1.689189,1.0453749124036,0.58402,SI,NO,NO,EEUU,AMERICA DEL NORTE,1.1028534512964,SI,0.461354,2022-04-21 20:52:02,2978.353628,580.099468,3404.0,3558.456201,SMLU-547257-9,0.149088997897,0.149088997897
_6BI1EZ41355387,2022-04-26 23:46:59,INV-FE01-0000904,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-025030-1,23040.0,1.1,25344.0,14400.0,,15653.97,2.024049,1.30442578125,0.834751,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7196236979166,SI,0.469674,2022-04-26 23:46:59,25344.0,4709.952,23040.0,30053.97,MNBU-025030-1,1.0,1.0
_6BM01DVFB55387,2022-04-28 00:00:00,INV-FE01-0000908,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SEGU-938255-7,23040.0,1.1,25344.0,12960.0,,17885.84,2.087055,1.3387951388888,0.882215,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7482599826388,SI,0.456579,2022-04-28 00:00:00,25344.0,5541.62688,23040.0,30845.84,SEGU-938255-7,1.0,1.0
_6BT152UQD55387,2022-05-05 19:09:59,INV-FE01-0000929,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,BMOU-984983-4,23040.0,1.1,25344.0,12960.0,,18774.17,2.13391,1.3773511284722,0.897325,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7565594618055,SI,0.480026,2022-05-05 19:09:59,25344.0,6390.16704,23040.0,31734.17,BMOU-984983-4,1.0,1.0
_6C11B56AW55387,2022-05-13 00:00:00,INV-FE01-0000956,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,BMOU-988297-7,23040.0,1.1,25344.0,11520.0,,23616.25,2.701693,1.5250108506944,1.061509,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.1766827256944,SI,0.4635,2022-05-13 00:00:00,25344.0,9792.2304,23040.0,35136.25,BMOU-988297-7,1.0,1.0
_6C40YMUWV37112,2022-05-16 00:00:00,INV-FE01-0000960,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,MIAMI - USA,CAIU-554195-1,23040.0,1.1,25344.0,14400.0,,15663.54,2.364691,1.3048411458333,0.829867,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0598506944444,SI,0.474973,2022-05-16 00:00:00,25344.0,4719.53664,23040.0,30063.54,CAIU-554195-1,1.0,1.0
_6C6032XYW55387,2022-05-18 01:26:16,INV-FE01-0000963,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-345146-5,9216.0,1.1,10137.6,5760.0,,5268.93,2.218082,1.2006111111111,0.731558,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7928719618055,SI,0.469052,2022-05-18 01:26:16,9865.967616,1198.854144,9216.0,11064.832,MNBU-345146-5,0.4,0.4
_6CK0YAPC437112,2022-06-01 00:00:00,INV-FE01-0000992,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,MNBU-061133-8,23040.0,1.1,25344.0,14400.0,,7145.82,1.5625,0.9351484375,0.465951,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6273515625,SI,0.469197,2022-06-01 00:00:00,21545.80992,0.0,23040.0,21545.82,MNBU-061133-8,1.0,1.0
_6CK14YWST37112,2022-06-03 19:06:53,INV-FE01-0000995,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TRIU-811868-8,4528.0,1.1,4980.8,2690.0,,,0.0,4.340277e-07,-0.459843,SI,NO,NO,EEUU,AMERICA DEL NORTE,0.0,SI,0.459843,2022-06-03 19:06:53,0.0,0.0,4528.0,0.001965,TRIU-811868-8,0.196527777777,0.196527777777
_6CK14YWST37112,2022-06-03 19:06:53,INV-FE01-0000995,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,W. MURCOTT,W. MURCOTT,PHILADELPHIA - USA,TRIU-811868-8,3008.0,1.1,3308.8,1880.0,,,3e-06,4.340277e-07,-0.459843,SI,NO,NO,EEUU,AMERICA DEL NORTE,0.0,SI,0.459843,2022-06-03 19:06:53,0.0,0.0,3008.0,0.001305,TRIU-811868-8,0.130555555555,0.130555555555
_6CR14RGVL55387,2022-06-08 00:00:00,INV-FE01-0000999,EXT00000109,INCAVO USA CORP:,HASS,HASS,ROTTERDAM - EUROPA,BMOU-963603-7,22592.0,1.439679,32525.25,,,,0.998249,0.9982493803116,0.998249,NO,NO,NO,PAISES BAJOS,EUROPA,0.0,SI,,2022-06-08 00:00:00,0.0,0.0,22592.0,22552.45,BMOU-963603-7,1.0,1.0
_6BT14W77S55387,2022-05-04 19:04:52,INV-FE01-0000928,EXP00000025,WONDERFUL CITRUS PACKING  LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,SEGU-973475-0,23040.0,1.1,25344.0,11520.0,,22840.41,2.668598,1.4913372395833,1.011311,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.1772608506944,SI,0.480026,2022-05-04 19:04:52,25344.0,9016.40448,23040.0,34360.41,SEGU-973475-0,1.0,1.0
_6BW182WZA55387,2022-05-07 20:33:59,INV-FE01-0000941,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,SEGU-935427-8,6912.0,1.1,7603.2,4320.0,,1627.0,1.5625,1.0246423611111,0.55347,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7128576388888,SI,0.471171,2022-05-07 20:33:59,7082.325504,0.0,6912.0,7082.328,SEGU-935427-8,0.3,0.3
_6BY138N5555387,2022-05-09 18:18:28,INV-FE01-0000945,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,MIAMI - USA,SEGU-988686-1,6912.0,1.1,7603.2,4320.0,,5318.68,2.464244,1.394484375,0.932904,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0761167534722,SI,0.461579,2022-05-09 18:18:28,7603.2,2035.473408,6912.0,9638.676,SEGU-988686-1,0.3,0.3
_6BY13N8IT55387,2022-05-09 18:29:49,INV-FE01-0000946,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OKITSU,MIAMI - USA,BMOU-989238-4,1152.0,1.1,1267.2,720.0,,1089.37,2.626736,1.5706371527777,1.099552,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0560989583333,SI,0.471085,2022-05-09 18:29:49,1267.2,542.173824,1152.0,1809.374,BMOU-989238-4,0.05,0.05
_6BY13N8IT55387,2022-05-09 18:29:49,INV-FE01-0000946,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,MIAMI - USA,BMOU-989238-4,11520.0,1.1,12672.0,7200.0,,10893.74,2.626736,1.5706371527777,1.099552,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0560989583333,SI,0.471085,2022-05-09 18:29:49,12672.0,5421.73824,11520.0,18093.74,BMOU-989238-4,0.5,0.5
_6BZ11KRBS55387,2022-05-11 00:00:00,INV-FE01-0000949,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-911000-2,23040.0,1.1,25344.0,11520.0,,20361.21,2.070202,1.3837330729166,0.914536,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6864691840277,SI,0.469197,2022-05-11 00:00:00,25344.0,6537.20832,23040.0,31881.21,MNBU-911000-2,1.0,1.0
_6C11B1BMG55387,2022-05-13 21:56:44,INV-FE01-0000955,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,BMOU-984814-4,10368.0,1.1,11404.8,6480.0,,5410.58,2.176699,1.1468537326388,0.674672,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0298459201388,SI,0.472181,2022-05-13 21:56:44,11404.8,485.771904,10368.0,11890.5795,BMOU-984814-4,0.45,0.45
_6C6032XYW55387,2022-05-18 01:26:16,INV-FE01-0000963,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OWARI,PHILADELPHIA - USA,MNBU-345146-5,13824.0,1.1,15206.4,8640.0,,7993.15,1.84375,1.2006111111111,0.731558,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7928719618055,SI,0.469052,2022-05-18 01:26:16,14798.951424,1798.281216,13824.0,16597.248,MNBU-345146-5,0.6,0.6
_6C603EEY555387,2022-05-18 01:35:11,INV-FE01-0000965,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-410182-0,22880.0,1.1,25168.0,12584.0,,18037.12,2.107692,1.3383356643356,0.859324,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7693566433566,SI,0.47901,2022-05-18 01:35:11,25168.0,5453.1048,22880.0,30621.12,MNBU-410182-0,1.0,1.0
_6CB0K26FW37112,2022-05-23 00:00:00,INV-FE01-0000978,EXT0000050 ,CLASSIC HARVEST LLC,SATSUMA,SATSUMA OWARI,MIAMI - USA,CAIU-555960-5,23040.0,1.1,25344.0,14400.0,,12295.47,2.17421,1.1586575520833,0.687572,SI,NO,SI,EEUU,AMERICA DEL NORTE,1.0155525173611,SI,0.471085,2022-05-23 00:00:00,25344.0,1351.45728,23040.0,26695.47,CAIU-555960-5,1.0,1.0
_6CB0K80MG37112,2022-05-23 00:00:00,INV-FE01-0000979,EXT0000050 ,CLASSIC HARVEST LLC,PRIMOSOLE,PRIMOSOLE,MIAMI - USA,SEKU-912052-5,9216.0,1.1,10137.6,5760.0,,3013.3,1.925138,0.9519626736111,0.480877,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.9731762152777,SI,0.471085,2022-05-23 00:00:00,8773.281792,0.0,9216.0,8773.288,SEKU-912052-5,0.4,0.4
_6AT12VDJA37112,2022-03-31 18:08:09,INV-FE01-0000862,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,MNBU-431556-6,15400.0,1.1,16940.0,15400.0,,-11306.82,1.365032,0.501451931716,0.033765,SI,NO,NO,EEUU,AMERICA DEL NORTE,1.0807650494159,SI,0.467686,2022-03-31 18:08:09,16940.0,13.5982,15400.0,7722.359748,MNBU-431556-6,0.691823899371,0.691823899371
_6AX11FC2355387,2022-04-02 00:00:00,INV-FE01-0000864,EXP00000002,ORIGIN FRUIT DIRECT BV,SATSUMA,SATSUMA OKITSU,ROTTERDAM - EUROPA,MNBU-382687-5,22880.0,0.9,20592.0,,,11552.01,0.872538,0.504895541958,0.193769,NO,NO,SI,PAISES BAJOS,EUROPA,0.3676424825174,NO,0.311125,2022-04-02 00:00:00,20592.0,0.0,0.0,0.0,0,1.0,0.0
_6AZ15CHO055387,2022-04-06 19:17:27,INV-FE01-0000868,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,TTNU-850884-5,6860.0,1.1,7546.0,4700.0,,-5217.17,0.709642,0.8709829285462,0.411524,SI,NO,NO,EEUU,AMERICA DEL NORTE,1.0582101372756,SI,0.459457,2022-04-06 19:17:27,7546.0,1818.47624,6860.0,5974.942889,TTNU-850884-5,0.301830341429,0.301830341429
_6BD10WA2X55387,2022-04-18 17:12:52,INV-FE01-0000886,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-421455-5,23040.0,1.1,25344.0,12871.0,,18008.22,2.087361,1.4291879340277,0.956735,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.6581740451388,NO,0.472452,2022-04-18 17:12:52,25344.0,5535.19872,0.0,0.0,0,1.0,0.0
_6BD18EPWP55387,2022-04-20 00:00:00,INV-FE01-0000891,EXP00000013,TOM LANGE CO INT' L DBA SEVEN SEAS,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,HLBU-919989-7,23040.0,1.1,25344.0,14400.0,,6672.31,1.894756,0.9145967881944,0.439128,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.98016015625,SI,0.475468,2022-04-20 00:00:00,21072.29184,0.0,23040.0,21072.31,HLBU-919989-7,1.0,1.0
_6BH11GYB537112,2022-04-22 00:00:00,INV-FE01-0000893,EXP00000003,SEALD SWEET INTERNATIONAL,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-425148-2,21306.0,1.1,23436.6,12716.0,,17495.72,2.033547,1.3218084107763,0.847049,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.7117389467755,NO,0.474759,2022-04-22 00:00:00,23436.6,6775.116246,0.0,0.0,0,1.0,0.0
_6BH11VIP837112,2022-04-22 00:00:00,INV-FE01-0000895,EXP00000012,"ESU FARM, LLC",PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,TTNU-829078-0,22880.0,1.1,25168.0,12584.0,,15562.74,2.059003,1.2301896853146,0.75477,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.8288138111888,NO,0.475419,2022-04-22 00:00:00,25168.0,2978.72432,0.0,0.0,0,1.0,0.0
_6BO12M5EP37112,2022-04-30 18:00:58,INV-FE01-0000916,EXT00000062,GAIA LLC,PRIMOSOLE,PRIMOSOLE,PHILADELPHIA - USA,MNBU-0597292,14456.0,1.4,20238.4,9691.0,,8398.51,1.35,1.2459119496855,0.811257,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0164420485175,SI,0.434654,2022-04-30 18:00:58,18010.889416,0.0,14456.0,18010.903144,MNBU-0597292,0.649415992812,0.649415992812
_6BO12M5EP37112,2022-04-30 18:00:58,INV-FE01-0000916,EXT00000062,GAIA LLC,SATSUMA,SATSUMA OKITSU,PHILADELPHIA - USA,MNBU-0597292,7804.0,1.2,9364.8,5110.6,,4533.89,1.1,1.2459119496855,0.811257,SI,NO,SI,EEUU,AMERICA DEL NORTE,0.0164420485175,SI,0.434654,2022-04-30 18:00:58,9723.089444,0.0,7804.0,9723.096855,MNBU-0597292,0.350584007187,0.350584007187
