DIM CALIBRE.CALIBRE,DIM CAMPANIA.CAMPANIA,DIM CLIENTE.CLIENTE,DIM CONSIGNATARIO.CONSIGNATARIO,DIM CONTENEDOR.CONTENEDOR,DIM ETIQUETA.ETIQUETA,DIM FECHA ARRIBO.FECHA,DIM FECHA CARGA.FECHA,DIM FECHA LLEGADA DESTINO.FECHA,DIM FECHA PARTIDA.FECHA,DIM MARCA.MARCA,DIM MONEDA ORIGEN.MONEDA ORIGEN,DIM NAVIERA.NAVIERA,DIM NROPACKINGLIST.NROPACKINGLIST,DIM OBSERVACIONES.OBSERVACIONES,DIM PAIS.PAIS,DIM PUERTO DESTINO.PUERTO DESTINO,DIM SEMANA CARGA.SEMANA CARGA,DIM SEMANA VENTA.SEMANA VENTA,DIM VARIEDAD.VARIEDAD,CANTIDAD,DIAS ATRASO,FOT RBT,LIQUIDACION,PESO,PRECIO FOB,PRECIO VENTA,Recuento FACT COMERCIAL,TIEMPO TRANSITO ESTIMADO,TIEMPO TRANSITO REAL,DIAS ATRASO CALCULADO,FLAG A TIEMPO,DIM ENVASE.ENVASE,PESO UN,FOT 8.2 CALIBRE
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG - 446,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.112,22.999,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG - 453,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,18.362,24.658,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG - 455,N/D,N/D,CHINA,0,20,RED GLOBE,570,0,0,0,4674,16.466,22.48,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_457,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.439,22.329,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_482,N/D,N/D,CHINA,0,20,RED GLOBE,1026,0,0,0,8413.2,18.291,24.686,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_487,N/D,N/D,CHINA,0,20,RED GLOBE,1026,0,0,0,8413.2,16.792,23.707,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_490,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,18.263,24.684,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_499,N/D,N/D,CHINA,0,20,RED GLOBE,1140,0,0,0,9348,12.524,18.08,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1140
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_504,N/D,N/D,CHINA,0,20,RED GLOBE,912,0,0,0,7478.4,11.07,16.347,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_505,N/D,N/D,CHINA,0,20,RED GLOBE,1140,0,0,0,9348,7.181,12.222,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1140
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_507,N/D,N/D,CHINA,0,20,RED GLOBE,798,0,0,0,6543.6,10.166,15.66,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,798
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_517,N/D,N/D,CHINA,0,20,RED GLOBE,912,0,0,0,7478.4,15.665,21.653,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_529,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,10.726,16.667,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_531,N/D,N/D,CHINA,0,20,RED GLOBE,570,0,0,0,4674,13.444,20.048,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_532,N/D,N/D,CHINA,0,22,RED GLOBE,1026,0,0,0,8413.2,9.783,15.592,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_537,N/D,N/D,CHINA,0,22,RED GLOBE,912,0,0,0,7478.4,10.23,16.224,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_539,N/D,N/D,CHINA,0,22,RED GLOBE,912,0,0,0,7478.4,12.185,18.833,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_540,N/D,N/D,CHINA,0,20,RED GLOBE,1026,0,0,0,8413.2,11.77,17.449,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG_555,N/D,N/D,CHINA,0,22,RED GLOBE,912,0,0,0,7478.4,9.885,15.921,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-156,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,20.082,26.936,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-160,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,20.174,26.937,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-162,N/D,N/D,CHINA,0,22,RED GLOBE,684,0,0,0,5608.8,19.914,27.353,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-163,N/D,N/D,CHINA,0,19,RED GLOBE,798,0,0,0,6543.6,18.779,25.294,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,798
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-170,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,19.082,25.698,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-172,N/D,N/D,CHINA,0,19,RED GLOBE,570,0,0,0,4674,19.376,26.693,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-175,N/D,N/D,CHINA,0,19,RED GLOBE,570,0,0,0,4674,18.876,25.911,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-192,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,16.035,22.265,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-193,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,18.217,26.069,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-196,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.21,23.726,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-197,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.811,24.461,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-199,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,18.209,24.681,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-200,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,18.315,25.071,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-202,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,18.666,25.954,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-203,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,16.745,22.94,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-204,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.897,24.436,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-205,N/D,N/D,CHINA,0,22,RED GLOBE,456,0,0,0,3739.2,19.1,25.74,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-206,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,19.27,25.898,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-207,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.484,24.064,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-209,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,18.441,24.989,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-210,N/D,N/D,CHINA,0,19,RED GLOBE,570,0,0,0,4674,18.076,25.155,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-229,N/D,N/D,CHINA,0,22,RED GLOBE,684,0,0,0,5608.8,17.403,23.646,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-230,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,17.594,24.438,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-231,N/D,N/D,CHINA,0,22,RED GLOBE,684,0,0,0,5608.8,18.129,24.377,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-232,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,17.313,24.555,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-233,N/D,N/D,CHINA,0,22,RED GLOBE,684,0,0,0,5608.8,16.884,22.945,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-234,N/D,N/D,CHINA,0,20,RED GLOBE,798,0,0,0,6543.6,16.931,22.926,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,798
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-235,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,16.418,23.044,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-236,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,17.508,23.892,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-240,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.345,23.72,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-242,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.041,23.371,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-243,N/D,N/D,CHINA,0,19,RED GLOBE,798,0,0,0,6543.6,17.051,23.252,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,798
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-246,N/D,N/D,CHINA,0,22,RED GLOBE,456,0,0,0,3739.2,17.963,24.265,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-248,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.68,24.093,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-250,N/D,N/D,CHINA,0,19,RED GLOBE,456,0,0,0,3739.2,17.649,24.023,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-264,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,17.1,23.479,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-265,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,16.666,23.052,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-266,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,16.49,22.968,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-270,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,16.687,22.967,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-272,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,16.584,23.018,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-273,N/D,N/D,CHINA,0,19,RED GLOBE,684,0,0,0,5608.8,17.406,24.506,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-278,N/D,N/D,CHINA,0,19,RED GLOBE,1026,0,0,0,8413.2,16.921,23.176,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-279,N/D,N/D,CHINA,0,19,RED GLOBE,1026,0,0,0,8413.2,16.816,23.072,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-280,N/D,N/D,CHINA,0,20,RED GLOBE,912,0,0,0,7478.4,16.409,22.977,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-281,N/D,N/D,CHINA,0,19,RED GLOBE,1026,0,0,0,8413.2,17.01,23.247,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-282,N/D,N/D,CHINA,0,20,RED GLOBE,1026,0,0,0,8413.2,16.839,23.169,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,1026
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-284,N/D,N/D,CHINA,0,20,RED GLOBE,912,0,0,0,7478.4,16.88,23.313,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-288,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,17.43,24.22,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-289,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.894,23.361,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-290,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.738,23.072,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-292,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.489,22.742,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-293,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.522,22.539,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-309,N/D,N/D,CHINA,0,20,RED GLOBE,343,0,0,0,2812.6,17.504,23.986,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,343
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-310,N/D,N/D,CHINA,0,20,RED GLOBE,570,0,0,0,4674,16.453,23.072,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-311,N/D,N/D,CHINA,0,20,RED GLOBE,684,0,0,0,5608.8,16.866,23.188,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,684
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-316,N/D,N/D,CHINA,0,20,RED GLOBE,570,0,0,0,4674,17.109,23.104,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,570
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-348,N/D,N/D,CHINA,0,20,RED GLOBE,912,0,0,0,7478.4,16.712,23.184,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,912
100,N/D,"RIVERKING INTERNATIONAL CO., LTD",N/D,N/D,N/D,1/01/1900,1/01/1900,1/01/1900,1/01/1900,N/D,DOLARES AMERICANOS,N/D,RG-351,N/D,N/D,CHINA,0,20,RED GLOBE,456,0,0,0,3739.2,16.832,23.182,1,0,0,0,A TIEMPO,MAD.8.2/114,8.2,456
