item,id,idclieprov,razon_social,iddocumento,documento,fecha,vencimiento,vencimiento_aux,diasemana,semana,glosa,idmoneda,tipo_moneda,semana_anterior,importemof,importemex,idestado,SemanaTexto,Año,NombreMes,SemanaColumna,DocumentoFila,moneda,importe_origen
782,_60Z11AKYS8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000672,11/04/2021 00:00,11/05/2021 00:00,11/05/2021 00:00,5,19,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13728,3788.08,AP,19,2021,Mayo,Sem 19,OSR 0001-0000672  F.Emision(11/04/2021) & F.Venc.(11/05/2021),US$,
783,_60Z0MKM0R8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000653,9/04/2021 00:00,9/05/2021 00:00,9/05/2021 00:00,3,19,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13633.3,3788.08,AP,19,2021,Mayo,Sem 19,OSR 0001-0000653  F.Emision(09/04/2021) & F.Venc.(09/05/2021),US$,
786,_60Z0MPTUP8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000656,9/04/2021 00:00,9/05/2021 00:00,9/05/2021 00:00,3,19,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14821.08,4118.11,AP,19,2021,Mayo,Sem 19,OSR 0001-0000656  F.Emision(09/04/2021) & F.Venc.(09/05/2021),US$,
789,_60Z0N105K8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000659,9/04/2021 00:00,9/05/2021 00:00,9/05/2021 00:00,3,19,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14821.08,4118.11,AP,19,2021,Mayo,Sem 19,OSR 0001-0000659  F.Emision(09/04/2021) & F.Venc.(09/05/2021),US$,
792,_60Z0N5KQZ8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000662,9/04/2021 00:00,9/05/2021 00:00,9/05/2021 00:00,3,19,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,11390.98,3165.04,AP,19,2021,Mayo,Sem 19,OSR 0001-0000662  F.Emision(09/04/2021) & F.Venc.(09/05/2021),US$,
794,_60Z1105LZ8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000666,11/04/2021 00:00,11/05/2021 00:00,11/05/2021 00:00,5,19,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14976,4132.45,AP,19,2021,Mayo,Sem 19,OSR 0001-0000666  F.Emision(11/04/2021) & F.Venc.(11/05/2021),US$,
952,_61611F5J98404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000750,18/04/2021 00:00,18/05/2021 00:00,18/05/2021 00:00,5,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13762.09,3788.08,AP,20,2021,Mayo,Sem 20,OSR 0001-0000750  F.Emision(18/04/2021) & F.Venc.(18/05/2021),US$,
963,_61610EPDY8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000744,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14919.91,4118.11,AP,20,2021,Mayo,Sem 20,OSR 0001-0000744  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
966,_6161184WB8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000747,18/04/2021 00:00,18/05/2021 00:00,18/05/2021 00:00,5,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13762.09,3788.08,AP,20,2021,Mayo,Sem 20,OSR 0001-0000747  F.Emision(18/04/2021) & F.Venc.(18/05/2021),US$,
967,_6160Y2TL78404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000722,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13724.21,3788.08,AP,20,2021,Mayo,Sem 20,OSR 0001-0000722  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
970,_6160YHAQR8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000725,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14971.87,4132.45,AP,20,2021,Mayo,Sem 20,OSR 0001-0000725  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
974,_6160YXBD38404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000729,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14971.87,4132.45,AP,20,2021,Mayo,Sem 20,OSR 0001-0000729  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
978,_6160Z6NFS8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000733,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14971.87,4132.45,AP,20,2021,Mayo,Sem 20,OSR 0001-0000733  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
982,_616101Q6I8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000737,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14919.91,4118.11,AP,20,2021,Mayo,Sem 20,OSR 0001-0000737  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
987,_616105YOW8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000740,16/04/2021 00:00,16/05/2021 00:00,16/05/2021 00:00,3,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14971.87,4132.45,AP,20,2021,Mayo,Sem 20,OSR 0001-0000740  F.Emision(16/04/2021) & F.Venc.(16/05/2021),US$,
1025,_6180IYB6Q8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000773,18/04/2021 00:00,18/05/2021 00:00,18/05/2021 00:00,5,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14961.09,4118.11,AP,20,2021,Mayo,Sem 20,OSR 0001-0000773  F.Emision(18/04/2021) & F.Venc.(18/05/2021),US$,
1030,_6180OVFG58404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000797,19/04/2021 00:00,19/05/2021 00:00,19/05/2021 00:00,6,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,4503.94,1239.73,AP,20,2021,Mayo,Sem 20,OSR 0001-0000797  F.Emision(19/04/2021) & F.Venc.(19/05/2021),US$,
1033,_6180P0VNK8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000800,19/04/2021 00:00,19/05/2021 00:00,19/05/2021 00:00,6,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12385.91,3409.28,AP,20,2021,Mayo,Sem 20,OSR 0001-0000800  F.Emision(19/04/2021) & F.Venc.(19/05/2021),US$,
1070,_6180PK75J8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000806,19/04/2021 00:00,19/05/2021 00:00,19/05/2021 00:00,6,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14961.09,4118.11,AP,20,2021,Mayo,Sem 20,OSR 0001-0000806  F.Emision(19/04/2021) & F.Venc.(19/05/2021),US$,
1074,_6180P57VB8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000803,19/04/2021 00:00,19/05/2021 00:00,19/05/2021 00:00,6,20,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,5421.45,1492.28,AP,20,2021,Mayo,Sem 20,OSR 0001-0000803  F.Emision(19/04/2021) & F.Venc.(19/05/2021),US$,
1112,_61C0KLWEV8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000839,23/04/2021 00:00,23/05/2021 00:00,23/05/2021 00:00,3,21,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,3401.64,903.97,AP,21,2021,Mayo,Sem 21,OSR 0001-0000839  F.Emision(23/04/2021) & F.Venc.(23/05/2021),US$,
1115,_61C0KUK9K8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0000842,23/04/2021 00:00,23/05/2021 00:00,23/05/2021 00:00,3,21,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15550.41,4132.45,AP,21,2021,Mayo,Sem 21,OSR 0001-0000842  F.Emision(23/04/2021) & F.Venc.(23/05/2021),US$,
1212,_61F0W0IV18404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001041,25/04/2021 00:00,25/05/2021 00:00,25/05/2021 00:00,5,21,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12320.79,3262.92,AP,21,2021,Mayo,Sem 21,OSR 0001-0001041  F.Emision(25/04/2021) & F.Venc.(25/05/2021),US$,
1215,_61F0W5BOT8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001044,25/04/2021 00:00,25/05/2021 00:00,25/05/2021 00:00,5,21,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,9481.69,2511.04,AP,21,2021,Mayo,Sem 21,OSR 0001-0001044  F.Emision(25/04/2021) & F.Venc.(25/05/2021),US$,
1252,_61Q0W0FPQ8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001213,2/05/2021 00:00,1/06/2021 00:00,1/06/2021 00:00,5,22,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15670.25,4132.45,AP,22,2021,Junio,Sem 22,OSR 0001-0001213  F.Emision(02/05/2021) & F.Venc.(01/06/2021),US$,
1422,_61Q0W8PVB8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001218,6/05/2021 00:00,5/06/2021 00:00,5/06/2021 00:00,2,23,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,2692.13,703.09,AP,23,2021,Junio,Sem 23,OSR 0001-0001218  F.Emision(06/05/2021) & F.Venc.(05/06/2021),US$,
1425,_61Q0WES558404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001221,6/05/2021 00:00,5/06/2021 00:00,5/06/2021 00:00,2,23,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,5487.3,1433.09,AP,23,2021,Junio,Sem 23,OSR 0001-0001221  F.Emision(06/05/2021) & F.Venc.(05/06/2021),US$,
1710,_62A0KCZMF8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001411,25/05/2021 00:00,24/06/2021 00:00,24/06/2021 00:00,7,25,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,16228.62,4275.19,AP,25,2021,Junio,Sem 25,OSR 0001-0001411  F.Emision(25/05/2021) & F.Venc.(24/06/2021),US$,
1712,_6270K0ONB8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001390,23/05/2021 00:00,22/06/2021 00:00,22/06/2021 00:00,5,25,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,11853.07,3165.04,AP,25,2021,Junio,Sem 25,OSR 0001-0001390  F.Emision(23/05/2021) & F.Venc.(22/06/2021),US$,
1715,_6270K8PVT8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001393,23/05/2021 00:00,22/06/2021 00:00,22/06/2021 00:00,5,25,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,11853.07,3165.04,AP,25,2021,Junio,Sem 25,OSR 0001-0001393  F.Emision(23/05/2021) & F.Venc.(22/06/2021),US$,
1718,_6270KUWOL8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001396,23/05/2021 00:00,22/06/2021 00:00,22/06/2021 00:00,5,25,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14880.42,3973.41,AP,25,2021,Junio,Sem 25,OSR 0001-0001396  F.Emision(23/05/2021) & F.Venc.(22/06/2021),US$,
1918,_62D0N2FH38404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001549,31/05/2021 00:00,30/06/2021 00:00,30/06/2021 00:00,6,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,18.01,4.73,AP,26,2021,Junio,Sem 26,OSR 0001-0001549  F.Emision(31/05/2021) & F.Venc.(30/06/2021),US$,
1929,_62B104GCC8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001531,28/05/2021 00:00,27/06/2021 00:00,27/06/2021 00:00,3,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12476.14,3227.98,AP,26,2021,Junio,Sem 26,OSR 0001-0001531  F.Emision(28/05/2021) & F.Venc.(27/06/2021),US$,
1932,_62B10KCPS8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001534,30/05/2021 00:00,29/06/2021 00:00,29/06/2021 00:00,5,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15130.75,3973.41,AP,26,2021,Junio,Sem 26,OSR 0001-0001534  F.Emision(30/05/2021) & F.Venc.(29/06/2021),US$,
1934,_62B10R2O08404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001536,30/05/2021 00:00,29/06/2021 00:00,29/06/2021 00:00,5,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12983.79,3409.61,AP,26,2021,Junio,Sem 26,OSR 0001-0001536  F.Emision(30/05/2021) & F.Venc.(29/06/2021),US$,
1940,_62A0UMK7Q8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001435,27/05/2021 00:00,26/06/2021 00:00,26/06/2021 00:00,2,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12008.09,3125.48,AP,26,2021,Junio,Sem 26,OSR 0001-0001435  F.Emision(27/05/2021) & F.Venc.(26/06/2021),US$,
1944,_62A0V3NVI8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001439,28/05/2021 00:00,27/06/2021 00:00,27/06/2021 00:00,3,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15357.23,3973.41,AP,26,2021,Junio,Sem 26,OSR 0001-0001439  F.Emision(28/05/2021) & F.Venc.(27/06/2021),US$,
1946,_62A0V8LXV8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001441,28/05/2021 00:00,27/06/2021 00:00,27/06/2021 00:00,3,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12079.98,3125.48,AP,26,2021,Junio,Sem 26,OSR 0001-0001441  F.Emision(28/05/2021) & F.Venc.(27/06/2021),US$,
1948,_62A0VBCJD8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001443,28/05/2021 00:00,27/06/2021 00:00,27/06/2021 00:00,3,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13178.14,3409.61,AP,26,2021,Junio,Sem 26,OSR 0001-0001443  F.Emision(28/05/2021) & F.Venc.(27/06/2021),US$,
1950,_62A0VEBLU8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001445,28/05/2021 00:00,27/06/2021 00:00,27/06/2021 00:00,3,26,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12232.88,3165.04,AP,26,2021,Junio,Sem 26,OSR 0001-0001445  F.Emision(28/05/2021) & F.Venc.(27/06/2021),US$,
2260,_62Q0UJ2NN8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001839,13/06/2021 00:00,13/07/2021 00:00,13/07/2021 00:00,5,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15067.64,3859.54,PE,28,2021,Julio,Sem 28,OSR 0001-0001839  F.Emision(13/06/2021) & F.Venc.(13/07/2021),US$,
2262,_62Q0ULQAW8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001841,13/06/2021 00:00,13/07/2021 00:00,13/07/2021 00:00,5,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13439.56,3442.51,PE,28,2021,Julio,Sem 28,OSR 0001-0001841  F.Emision(13/06/2021) & F.Venc.(13/07/2021),US$,
2265,_62Q0UQB0C8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001844,13/06/2021 00:00,13/07/2021 00:00,13/07/2021 00:00,5,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12552.88,3215.39,PE,28,2021,Julio,Sem 28,OSR 0001-0001844  F.Emision(13/06/2021) & F.Venc.(13/07/2021),US$,
2268,_62Q0UTFA28404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001847,13/06/2021 00:00,13/07/2021 00:00,13/07/2021 00:00,5,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,16133.08,4132.45,PE,28,2021,Julio,Sem 28,OSR 0001-0001847  F.Emision(13/06/2021) & F.Venc.(13/07/2021),US$,
2270,_62Q0UZVJT8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001849,13/06/2021 00:00,13/07/2021 00:00,13/07/2021 00:00,5,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14788.66,3788.08,PE,28,2021,Julio,Sem 28,OSR 0001-0001849  F.Emision(13/06/2021) & F.Venc.(13/07/2021),US$,
2272,_62Q0V39X68404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001851,13/06/2021 00:00,13/07/2021 00:00,13/07/2021 00:00,5,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,16035.06,4107.34,PE,28,2021,Julio,Sem 28,OSR 0001-0001851  F.Emision(13/06/2021) & F.Venc.(13/07/2021),US$,
2278,_62P0LIM1X8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001795,10/06/2021 00:00,10/07/2021 00:00,10/07/2021 00:00,2,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13277.02,3409.61,PE,28,2021,Julio,Sem 28,OSR 0001-0001795  F.Emision(10/06/2021) & F.Venc.(10/07/2021),US$,
2280,_62P0LLG3C8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001797,10/06/2021 10:04,10/07/2021 10:04,10/07/2021 10:04,2,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13277.02,3409.61,PE,28,2021,Julio,Sem 28,OSR 0001-0001797  F.Emision(10/06/2021) & F.Venc.(10/07/2021 10:04:32),US$,
2286,_62P0LWHRQ8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001803,10/06/2021 00:00,10/07/2021 00:00,10/07/2021 00:00,2,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15029.05,3859.54,PE,28,2021,Julio,Sem 28,OSR 0001-0001803  F.Emision(10/06/2021) & F.Venc.(10/07/2021),US$,
2288,_62P0LZ5Q78404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001805,10/06/2021 00:00,10/07/2021 00:00,10/07/2021 00:00,2,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,16647.59,4275.19,PE,28,2021,Julio,Sem 28,OSR 0001-0001805  F.Emision(10/06/2021) & F.Venc.(10/07/2021),US$,
2290,_62P0M2IZX8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001807,10/06/2021 00:00,10/07/2021 00:00,10/07/2021 00:00,2,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,16647.59,4275.19,PE,28,2021,Julio,Sem 28,OSR 0001-0001807  F.Emision(10/06/2021) & F.Venc.(10/07/2021),US$,
2292,_62P0MFWY18404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001809,11/06/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,16079.36,4132.45,PE,28,2021,Julio,Sem 28,OSR 0001-0001809  F.Emision(11/06/2021) & F.Venc.(11/07/2021),US$,
2294,_62P0ML0TS8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001811,11/06/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14172.15,3642.29,PE,28,2021,Julio,Sem 28,OSR 0001-0001811  F.Emision(11/06/2021) & F.Venc.(11/07/2021),US$,
2296,_62P0MOMPX8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001813,11/06/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13266.79,3409.61,PE,28,2021,Julio,Sem 28,OSR 0001-0001813  F.Emision(11/06/2021) & F.Venc.(11/07/2021),US$,
2298,_62P0MR8R88404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001815,11/06/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,14172.15,3642.29,PE,28,2021,Julio,Sem 28,OSR 0001-0001815  F.Emision(11/06/2021) & F.Venc.(11/07/2021),US$,
2300,_62P0N3P7M8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001817,11/06/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12658.08,3253.17,PE,28,2021,Julio,Sem 28,OSR 0001-0001817  F.Emision(11/06/2021) & F.Venc.(11/07/2021),US$,
2303,_62P0N7XT48404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001820,11/06/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13266.79,3409.61,PE,28,2021,Julio,Sem 28,OSR 0001-0001820  F.Emision(11/06/2021) & F.Venc.(11/07/2021),US$,
2309,_62V0LPJQ28404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001937,15/06/2021 00:00,15/07/2021 00:00,15/07/2021 00:00,7,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15299.46,3918.92,PE,28,2021,Julio,Sem 28,OSR 0001-0001937  F.Emision(15/06/2021) & F.Venc.(15/07/2021),US$,
2312,_62V0LUDXC8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001940,16/06/2021 00:00,16/07/2021 00:00,16/07/2021 00:00,1,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,1,15616.58,3981.79,PE,28,2021,Julio,Sem 28,OSR 0001-0001940  F.Emision(16/06/2021) & F.Venc.(16/07/2021),US$,
2314,_62V0M2YBZ8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001942,16/06/2021 00:00,16/07/2021 00:00,16/07/2021 00:00,1,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,1,15616.58,3981.79,PE,28,2021,Julio,Sem 28,OSR 0001-0001942  F.Emision(16/06/2021) & F.Venc.(16/07/2021),US$,
2316,_62V0M5PBI8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001944,16/06/2021 00:00,16/07/2021 00:00,16/07/2021 00:00,1,28,SERVICIO DE PRODUCCION POR ENCARGO,02,E,1,15616.58,3981.79,PE,28,2021,Julio,Sem 28,OSR 0001-0001944  F.Emision(16/06/2021) & F.Venc.(16/07/2021),US$,
2322,_62Y0V5W578404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001994,20/06/2021 00:00,20/07/2021 00:00,20/07/2021 00:00,5,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15206.59,3859.54,PE,29,2021,Julio,Sem 29,OSR 0001-0001994  F.Emision(20/06/2021) & F.Venc.(20/07/2021),US$,
2323,_62W0ORV1I8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001963,18/06/2021 00:00,18/07/2021 00:00,18/07/2021 00:00,3,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12397.46,3165.04,PE,29,2021,Julio,Sem 29,OSR 0001-0001963  F.Emision(18/06/2021) & F.Venc.(18/07/2021),US$,
2326,_62Y0V94HG8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0001996,20/06/2021 00:00,20/07/2021 00:00,20/07/2021 00:00,5,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15206.59,3859.54,PE,29,2021,Julio,Sem 29,OSR 0001-0001996  F.Emision(20/06/2021) & F.Venc.(20/07/2021),US$,
2406,_6320N1YTL8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0002099,22/06/2021 00:00,22/07/2021 00:00,22/07/2021 00:00,7,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15754.57,3973.41,PE,29,2021,Julio,Sem 29,OSR 0001-0002099  F.Emision(22/06/2021) & F.Venc.(22/07/2021),US$,
2408,_6320N8FQE8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0002101,22/06/2021 00:00,22/07/2021 00:00,22/07/2021 00:00,7,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12948.66,3265.74,PE,29,2021,Julio,Sem 29,OSR 0001-0002101  F.Emision(22/06/2021) & F.Venc.(22/07/2021),US$,
2411,_6320NDN4K8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0002104,22/06/2021 00:00,22/07/2021 00:00,22/07/2021 00:00,7,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,15420.84,3889.24,PE,29,2021,Julio,Sem 29,OSR 0001-0002104  F.Emision(22/06/2021) & F.Venc.(22/07/2021),US$,
2415,_62Z0LQJMM8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0002033,21/06/2021 00:00,21/07/2021 00:00,21/07/2021 00:00,6,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,13433.86,3409.61,PE,29,2021,Julio,Sem 29,OSR 0001-0002033  F.Emision(21/06/2021) & F.Venc.(21/07/2021),US$,
2417,_62Z0LSPAX8404,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C,OSR,OSR 0001-0002035,21/06/2021 00:00,21/07/2021 00:00,21/07/2021 00:00,6,29,SERVICIO DE PRODUCCION POR ENCARGO,02,E,0,12767.89,3240.58,PE,29,2021,Julio,Sem 29,OSR 0001-0002035  F.Emision(21/06/2021) & F.Venc.(21/07/2021),US$,
