item,id,idclieprov,razon_social,iddocumento,documento,fecha,vencimiento,vencimiento_aux,diasemana,semana,glosa,idmoneda,tipo_moneda,semana_anterior,importemof,importemex,idestado,SemanaTexto,Año,NombreMes,SemanaColumna,DocumentoFila,moneda,importe_origen
CAMBIO DE DESTINO
SERVICIO DE ESTIBA",01,N,1,810,207.06,PE,29,2021,Julio,Sem 29,OSR 0001-0001706  F.Emision(08/06/2021) & F.Venc.(23/07/2021),S/,
2531,_62O0V00U98404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001785,14/06/2021 14:27,29/07/2021 14:27,29/07/2021 14:27,7,30,"FLETE AEREO
CONSIGNATARIO: GLOBAL CITRUS GROUP",02,E,0,998.72,255.82,PE,30,2021,Julio,Sem 30,OSR 0001-0001785  F.Emision(14/06/2021) & F.Venc.(29/07/2021 14:27:49),US$,
2532,_62P0KXLGX8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001786,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,PRE-ASIGNACION,02,E,0,46.07,11.8,PE,30,2021,Julio,Sem 30,OSR 0001-0001786  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2533,_62P0KZT3E8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001787,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,PRE-ASIGNACION,02,E,0,46.07,11.8,PE,30,2021,Julio,Sem 30,OSR 0001-0001787  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2534,_62P0L0Z6X8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001788,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,ENERGIA ELECTRICA,02,E,0,571.23,146.32,PE,30,2021,Julio,Sem 30,OSR 0001-0001788  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2536,_62P0L7Z0K8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001790,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,ENERGIA ELECTRICA,02,E,0,617.3,158.12,PE,30,2021,Julio,Sem 30,OSR 0001-0001790  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2537,_62P0LAQYO8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001791,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,ALMACENAJE DE CARGA,02,E,0,73.71,18.88,PE,30,2021,Julio,Sem 30,OSR 0001-0001791  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2538,_62P0LC37V8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001792,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,ENERGIA ELECTRICA,02,E,0,626.51,160.48,PE,30,2021,Julio,Sem 30,OSR 0001-0001792  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2539,_62P0LD7HA8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001793,14/06/2021 00:00,29/07/2021 00:00,29/07/2021 00:00,7,30,ENERGIA ELECTRICA,02,E,0,589.66,151.04,PE,30,2021,Julio,Sem 30,OSR 0001-0001793  F.Emision(14/06/2021) & F.Venc.(29/07/2021),US$,
2561,_62S0JIZMI8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001893,11/06/2021 00:00,26/07/2021 00:00,26/07/2021 00:00,4,30,SOBREESTADIA INTERNACIONAL ING,02,E,0,8034.92,2065,PE,30,2021,Julio,Sem 30,OSR 0001-0001893  F.Emision(11/06/2021) & F.Venc.(26/07/2021),US$,
2566,_62W0OLS0F8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001959,21/06/2021 00:00,5/08/2021 00:00,5/08/2021 00:00,7,31,FILTROS,02,E,0,557.9,141.6,PE,31,2021,Agosto,Sem 31,OSR 0001-0001959  F.Emision(21/06/2021) & F.Venc.(05/08/2021),US$,
2567,_62W0OMZ8I8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001960,21/06/2021 00:00,5/08/2021 00:00,5/08/2021 00:00,7,31,PRUEBA COVID - OTROS INGRESOS,02,E,0,697.38,177,PE,31,2021,Agosto,Sem 31,OSR 0001-0001960  F.Emision(21/06/2021) & F.Venc.(05/08/2021),US$,
2588,_62V0KZ7NM8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001931,18/06/2021 00:00,2/08/2021 00:00,2/08/2021 00:00,4,31,CORRECCION DE BL,02,E,0,300.43,76.7,PE,31,2021,Agosto,Sem 31,OSR 0001-0001931  F.Emision(18/06/2021) & F.Venc.(02/08/2021),US$,
2589,_62V0L7PO88404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001932,18/06/2021 00:00,2/08/2021 00:00,2/08/2021 00:00,4,31,REPROGRAMACION DE COLDTRETMENT,02,E,0,508.43,129.8,PE,31,2021,Agosto,Sem 31,OSR 0001-0001932  F.Emision(18/06/2021) & F.Venc.(02/08/2021),US$,
2598,_62Q0S7N618404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001835,16/06/2021 13:09,31/07/2021 13:09,31/07/2021 13:09,2,31,ADIC LLEGADA DESPUES CUT OFF,02,E,0,546.1,139.24,PE,31,2021,Julio,Sem 31,OSR 0001-0001835  F.Emision(16/06/2021) & F.Venc.(31/07/2021 13:09:45),US$,
2599,_62Q0S9Q9K8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001836,16/06/2021 13:11,31/07/2021 13:11,31/07/2021 13:11,2,31,ADIC LLEGADA DESPUES CUT OFF,02,E,0,546.1,139.24,PE,31,2021,Julio,Sem 31,OSR 0001-0001836  F.Emision(16/06/2021) & F.Venc.(31/07/2021 13:11:23),US$,
2600,_62Q0SATAA8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001837,16/06/2021 13:12,31/07/2021 13:12,31/07/2021 13:12,2,31,ADIC LLEGADA DESPUES CUT OFF,02,E,0,546.1,139.24,PE,31,2021,Julio,Sem 31,OSR 0001-0001837  F.Emision(16/06/2021) & F.Venc.(31/07/2021 13:12:13),US$,
2601,_62Q0SBTJA8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001838,16/06/2021 13:13,31/07/2021 13:13,31/07/2021 13:13,2,31,ADIC LLEGADA DESPUES CUT OFF,02,E,0,546.1,139.24,PE,31,2021,Julio,Sem 31,OSR 0001-0001838  F.Emision(16/06/2021) & F.Venc.(31/07/2021 13:13:00),US$,
2602,_62S0JEJKS8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001892,17/06/2021 00:00,1/08/2021 00:00,1/08/2021 00:00,3,31,ADIC LLEGADA DESPUES CUT OFF,02,E,0,461.03,118,PE,31,2021,Agosto,Sem 31,OSR 0001-0001892  F.Emision(17/06/2021) & F.Venc.(01/08/2021),US$,
2606,_62Q0LFN6U8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001828,15/06/2021 00:00,30/07/2021 00:00,30/07/2021 00:00,1,30,PUNTO ADICIONAL,02,E,1,644.94,165.2,PE,30,2021,Julio,Sem 30,OSR 0001-0001828  F.Emision(15/06/2021) & F.Venc.(30/07/2021),US$,
2607,_62Q0LHUSR8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001829,15/06/2021 00:00,30/07/2021 00:00,30/07/2021 00:00,1,30,SERVICIOS EXTRAORDINARIOS,02,E,1,170.45,43.66,PE,30,2021,Julio,Sem 30,OSR 0001-0001829  F.Emision(15/06/2021) & F.Venc.(30/07/2021),US$,
2609,_62Q11ODE18404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001879,16/06/2021 17:34,31/07/2021 17:34,31/07/2021 17:34,2,31,CORRECCION DE FITOSANITARIO,01,N,0,44,11.22,PE,31,2021,Julio,Sem 31,OSR 0001-0001879  F.Emision(16/06/2021) & F.Venc.(31/07/2021 17:34:42),S/,
2627,_62Z13128T8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002080,25/06/2021 18:12,9/08/2021 18:12,9/08/2021 18:12,4,32,,02,E,0,564.7,141.6,PE,32,2021,Agosto,Sem 32,OSR 0001-0002080  F.Emision(25/06/2021) & F.Venc.(09/08/2021 18:12:34),US$,
2628,_62Z133J7V8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002081,25/06/2021 18:14,9/08/2021 18:14,9/08/2021 18:14,4,32,SOBREESTADÍA POR OPERATIVIDAD EN TERMINAL,02,E,0,1129.4,283.2,PE,32,2021,Agosto,Sem 32,OSR 0001-0002081  F.Emision(25/06/2021) & F.Venc.(09/08/2021 18:14:29),US$,
2629,_62Z134FM38404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002082,25/06/2021 18:15,9/08/2021 18:15,9/08/2021 18:15,4,32,SOBREESTADÍA POR OPERATIVIDAD EN TERMINAL,02,E,0,282.35,70.8,PE,32,2021,Agosto,Sem 32,OSR 0001-0002082  F.Emision(25/06/2021) & F.Venc.(09/08/2021 18:15:11),US$,
2630,_6320LCVNW8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002083,25/06/2021 00:00,9/08/2021 00:00,9/08/2021 00:00,4,32,SERVICIOS EXTRAORDINARIOS,02,E,0,174.12,43.66,PE,32,2021,Agosto,Sem 32,OSR 0001-0002083  F.Emision(25/06/2021) & F.Venc.(09/08/2021),US$,
2631,_6320LJP0Z8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002084,25/06/2021 00:00,9/08/2021 00:00,9/08/2021 00:00,4,32,SERVICIOS EXTRAORDINARIOS,02,E,0,174.12,43.66,PE,32,2021,Agosto,Sem 32,OSR 0001-0002084  F.Emision(25/06/2021) & F.Venc.(09/08/2021),US$,
2632,_6320LM3YW8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002085,27/06/2021 00:00,11/08/2021 00:00,11/08/2021 00:00,6,32,GASTOS ADICIONALES DE EXPORTACION,02,E,0,697.38,175,PE,32,2021,Agosto,Sem 32,OSR 0001-0002085  F.Emision(27/06/2021) & F.Venc.(11/08/2021),US$,
2638,_6320MJ7YZ8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002091,27/06/2021 00:00,11/08/2021 00:00,11/08/2021 00:00,6,32,"FITOSANITARIO
COLD TREATMENT",01,N,0,376,94.35,PE,32,2021,Agosto,Sem 32,OSR 0001-0002091  F.Emision(27/06/2021) & F.Venc.(11/08/2021),S/,
2641,_6320MRER18404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002094,27/06/2021 00:00,11/08/2021 00:00,11/08/2021 00:00,6,32,"FITOSANITARIO
COLD TREATMENT",01,N,0,381,95.61,PE,32,2021,Agosto,Sem 32,OSR 0001-0002094  F.Emision(27/06/2021) & F.Venc.(11/08/2021),S/,
2642,_6320MT1FJ8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002095,27/06/2021 00:00,11/08/2021 00:00,11/08/2021 00:00,6,32,GASTOS ADICIONALES DE EXPORTACION,02,E,0,164.58,41.3,PE,32,2021,Agosto,Sem 32,OSR 0001-0002095  F.Emision(27/06/2021) & F.Venc.(11/08/2021),US$,
2644,_62Z0KWQOH8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002013,24/06/2021 00:00,8/08/2021 00:00,8/08/2021 00:00,3,32,GASTOS ADMINISTRATIVOS,02,E,0,117.44,29.5,PE,32,2021,Agosto,Sem 32,OSR 0001-0002013  F.Emision(24/06/2021) & F.Venc.(08/08/2021),US$,
2645,_62Z0KXWKX8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002014,24/06/2021 00:00,8/08/2021 00:00,8/08/2021 00:00,3,32,CORRECCION DE BL,02,E,0,305.34,76.7,PE,32,2021,Agosto,Sem 32,OSR 0001-0002014  F.Emision(24/06/2021) & F.Venc.(08/08/2021),US$,
2646,_62Z0KZ2E88404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002015,24/06/2021 00:00,8/08/2021 00:00,8/08/2021 00:00,3,32,ENERGIA ELECTRICA,02,E,0,648.27,162.84,PE,32,2021,Agosto,Sem 32,OSR 0001-0002015  F.Emision(24/06/2021) & F.Venc.(08/08/2021),US$,
2647,_62Z0L0C3N8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002016,24/06/2021 00:00,8/08/2021 00:00,8/08/2021 00:00,3,32,"KIT DE CORTINAS 
PRECINTO DE SEGURIDAD",02,E,0,587.2,147.5,PE,32,2021,Agosto,Sem 32,OSR 0001-0002016  F.Emision(24/06/2021) & F.Venc.(08/08/2021),US$,
2648,_62Z0L25KW8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002017,24/06/2021 00:00,8/08/2021 00:00,8/08/2021 00:00,3,32,CORRECCION DE BL,02,E,0,314.74,79.06,PE,32,2021,Agosto,Sem 32,OSR 0001-0002017  F.Emision(24/06/2021) & F.Venc.(08/08/2021),US$,
2649,_62Z0L3C1O8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0002018,24/06/2021 00:00,8/08/2021 00:00,8/08/2021 00:00,3,32,CORRECCION DE BL,02,E,0,314.74,79.06,PE,32,2021,Agosto,Sem 32,OSR 0001-0002018  F.Emision(24/06/2021) & F.Venc.(08/08/2021),US$,
2652,_62W0OPN838404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001962,22/06/2021 11:31,6/08/2021 11:31,6/08/2021 11:31,1,31,REEMBOLSO SERV DE TRANSPORTE INTERNACIONAL,01,N,1,10000,2522.07,PE,31,2021,Agosto,Sem 31,OSR 0001-0001962  F.Emision(22/06/2021) & F.Venc.(06/08/2021 11:31:47),S/,
2655,_62Y0NZAV68404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001968,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,PRUEBA COVID - OTROS INGRESOS,02,E,0,703.58,177,PE,32,2021,Agosto,Sem 32,OSR 0001-0001968  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2656,_62Y0O0GMZ8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001969,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,FILTROS,02,E,0,562.86,141.6,PE,32,2021,Agosto,Sem 32,OSR 0001-0001969  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2658,_62Y0O2ARE8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001971,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,PRUEBA COVID - OTROS INGRESOS,02,E,0,703.58,177,PE,32,2021,Agosto,Sem 32,OSR 0001-0001971  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2659,_62Y0O3GMA8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001972,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,FILTROS,02,E,0,562.86,141.6,PE,32,2021,Agosto,Sem 32,OSR 0001-0001972  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2660,_62Y0O4MHD8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001973,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,PRUEBA COVID - OTROS INGRESOS,02,E,0,703.58,177,PE,32,2021,Agosto,Sem 32,OSR 0001-0001973  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2661,_62Y0O5OD58404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001974,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,FILTROS,02,E,0,562.86,141.6,PE,32,2021,Agosto,Sem 32,OSR 0001-0001974  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2667,_62Y0OF5HN8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001980,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,SOBREESTADIA INTERNACIONAL ING,02,E,0,2345.25,590,PE,32,2021,Agosto,Sem 32,OSR 0001-0001980  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2668,_62Y0OG3FC8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001981,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,SOBREESTADIA INTERNACIONAL ING,02,E,0,5863.13,1475,PE,32,2021,Agosto,Sem 32,OSR 0001-0001981  F.Emision(23/06/2021) & F.Venc.(07/08/2021),US$,
2672,_62Y0UITTV8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001985,22/06/2021 00:00,6/08/2021 00:00,6/08/2021 00:00,1,31,"COLD TREATMENT
FITOSANITARIO",01,N,1,376,94.83,PE,31,2021,Agosto,Sem 31,OSR 0001-0001985  F.Emision(22/06/2021) & F.Venc.(06/08/2021),S/,
2676,_62Y0UUKM58404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001989,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,REEMBOLSO SERV DE TRANSPORTE INTERNACIONAL,01,N,0,11000,2767.3,PE,32,2021,Agosto,Sem 32,OSR 0001-0001989  F.Emision(23/06/2021) & F.Venc.(07/08/2021),S/,
2678,_62Y0V0SV48404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001991,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,REEMBOLSO SERV DE TRANSPORTE INTERNACIONAL,01,N,0,10000,2515.72,PE,32,2021,Agosto,Sem 32,OSR 0001-0001991  F.Emision(23/06/2021) & F.Venc.(07/08/2021),S/,
2680,_62Y0V3E6Y8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001993,23/06/2021 00:00,7/08/2021 00:00,7/08/2021 00:00,2,32,REEMBOLSO POR GASTOS DE USO DE AREA OPERATIVA,01,N,0,10000,2515.72,PE,32,2021,Agosto,Sem 32,OSR 0001-0001993  F.Emision(23/06/2021) & F.Venc.(07/08/2021),S/,
935,_60L0LJTWO8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0000520,31/03/2021 10:03,15/05/2021 10:03,15/05/2021 10:03,2,20,CORRECCION FITOSANITARIO,01,N,0,44,11.69,PE,20,2021,Mayo,Sem 20,OSR 0001-0000520  F.Emision(31/03/2021) & F.Venc.(15/05/2021 10:03:17),S/,
1446,_61F0WWUA98404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001047,30/04/2021 15:21,14/06/2021 15:21,14/06/2021 15:21,4,24,COLD TREATMENT,01,N,0,44,11.6,PE,24,2021,Junio,Sem 24,OSR 0001-0001047  F.Emision(30/04/2021) & F.Venc.(14/06/2021 15:21:19),S/,
1561,_62O0NJ4XR8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001771,11/06/2021 00:00,11/06/2021 00:00,11/06/2021 00:00,1,23,"HANDLING AEREO
ADUANA AÉREA
CONSIGNATARIO: GLOBAL CITRUS GROUP",02,E,1,624.43,160.48,PE,23,2021,Junio,Sem 23,OSR 0001-0001771  F.Emision(11/06/2021) & F.Venc.(11/06/2021),US$,
1562,_62O0NMNUH8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001772,11/06/2021 00:00,11/06/2021 00:00,11/06/2021 00:00,1,23,CAMARA DE REFRIGERACION AEREO,02,E,1,68.87,17.7,PE,23,2021,Junio,Sem 23,OSR 0001-0001772  F.Emision(11/06/2021) & F.Venc.(11/06/2021),US$,
1563,_62O0NR8CP8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001773,11/06/2021 00:00,11/06/2021 00:00,11/06/2021 00:00,1,23,"HANDLING AEREO
ADUANA AÉREA
CONSIGNATARIO: COEXPHAL -LABCOLOR",02,E,1,624.43,160.48,PE,23,2021,Junio,Sem 23,OSR 0001-0001773  F.Emision(11/06/2021) & F.Venc.(11/06/2021),US$,
1564,_62O0NU3SI8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001774,11/06/2021 00:00,11/06/2021 00:00,11/06/2021 00:00,1,23,CAMARA DE REFRIGERACION AEREO,02,E,1,68.87,17.7,PE,23,2021,Junio,Sem 23,OSR 0001-0001774  F.Emision(11/06/2021) & F.Venc.(11/06/2021),US$,
1565,_62O0NVEMU8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001775,11/06/2021 00:00,11/06/2021 00:00,11/06/2021 00:00,1,23,SERVICIO EN DESTINO,02,E,1,2904.05,746.35,PE,23,2021,Junio,Sem 23,OSR 0001-0001775  F.Emision(11/06/2021) & F.Venc.(11/06/2021),US$,
1567,_62K0YRGT58404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001739,29/04/2021 00:00,13/06/2021 00:00,13/06/2021 00:00,3,24,ADIC LLEGADA DESPUES CUT OFF,02,E,0,449.58,118,PE,24,2021,Junio,Sem 24,OSR 0001-0001739  F.Emision(29/04/2021) & F.Venc.(13/06/2021),US$,
1582,_62S0JLXO28404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001894,17/06/2021 09:08,17/06/2021 09:08,17/06/2021 09:08,7,24,"HANDLING AEREO
ADUANA AÉREA",02,E,0,627,160.48,PE,24,2021,Junio,Sem 24,OSR 0001-0001894  F.Emision(17/06/2021) & F.Venc.(17/06/2021 9:08:56),US$,
1583,_62S0JOLBT8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001895,17/06/2021 00:00,17/06/2021 00:00,17/06/2021 00:00,7,24,TRANSPORTE,01,N,0,59,15.1,PE,24,2021,Junio,Sem 24,OSR 0001-0001895  F.Emision(17/06/2021) & F.Venc.(17/06/2021),S/,
1584,_62S0JQI608404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001896,17/06/2021 00:00,17/06/2021 00:00,17/06/2021 00:00,7,24,CAMARA DE REFRIGERACION AEREO,02,E,0,69.15,17.7,PE,24,2021,Junio,Sem 24,OSR 0001-0001896  F.Emision(17/06/2021) & F.Venc.(17/06/2021),US$,
1596,_62V0L98KN8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001933,19/06/2021 00:00,19/06/2021 00:00,19/06/2021 00:00,2,25,"HANDLING AEREO 
ADUANA AÉREA
CERTIFICADO DE ORIGEN AEREO",02,E,0,801.99,203.55,PE,25,2021,Junio,Sem 25,OSR 0001-0001933  F.Emision(19/06/2021) & F.Venc.(19/06/2021),US$,
1597,_62V0LC77T8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001934,19/06/2021 00:00,19/06/2021 00:00,19/06/2021 00:00,2,25,CAMARA DE REFRIGERACION AEREO,02,E,0,69.74,17.7,PE,25,2021,Junio,Sem 25,OSR 0001-0001934  F.Emision(19/06/2021) & F.Venc.(19/06/2021),US$,
1828,_61T0JKN878404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001261,11/05/2021 00:00,25/06/2021 00:00,25/06/2021 00:00,1,25,GASTOS ADICIONALES DE EXPORTACION,02,E,1,334.18,88.5,PE,25,2021,Junio,Sem 25,OSR 0001-0001261  F.Emision(11/05/2021) & F.Venc.(25/06/2021),US$,
2134,_61Z0KHX7L8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001327,19/05/2021 00:00,3/07/2021 00:00,3/07/2021 00:00,2,27,CORRECCION DE FITOSANITARIO,01,N,0,310,83.15,PE,27,2021,Julio,Sem 27,OSR 0001-0001327  F.Emision(19/05/2021) & F.Venc.(03/07/2021),S/,
2143,_6240VILMU8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001354,20/05/2021 00:00,4/07/2021 00:00,4/07/2021 00:00,3,27,ENTREGA TARDÍA DE DOCUMENTOS,02,E,0,353.72,94.4,PE,27,2021,Julio,Sem 27,OSR 0001-0001354  F.Emision(20/05/2021) & F.Venc.(04/07/2021),US$,
2146,_6240VM5708404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001357,20/05/2021 00:00,4/07/2021 00:00,4/07/2021 00:00,3,27,NO PRESENTACIÓN DE CITA APMT,02,E,0,66.32,17.7,PE,27,2021,Julio,Sem 27,OSR 0001-0001357  F.Emision(20/05/2021) & F.Venc.(04/07/2021),US$,
2183,_6270LGL4O8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001403,25/05/2021 00:00,9/07/2021 00:00,9/07/2021 00:00,1,27,FILTROS,02,E,1,188.13,49.56,PE,27,2021,Julio,Sem 27,OSR 0001-0001403  F.Emision(25/05/2021) & F.Venc.(09/07/2021),US$,
2213,_6270J4JNW8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001377,25/05/2021 00:00,9/07/2021 00:00,9/07/2021 00:00,1,27,FILTROS,02,E,1,188.13,49.56,PE,27,2021,Julio,Sem 27,OSR 0001-0001377  F.Emision(25/05/2021) & F.Venc.(09/07/2021),US$,
2214,_6270J81UT8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001378,25/05/2021 00:00,9/07/2021 00:00,9/07/2021 00:00,1,27,FILTROS,02,E,1,188.13,49.56,PE,27,2021,Julio,Sem 27,OSR 0001-0001378  F.Emision(25/05/2021) & F.Venc.(09/07/2021),US$,
2215,_62A0VK4IC8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001448,31/05/2021 14:43,15/07/2021 14:43,15/07/2021 14:43,7,28,FLETE AEREO,02,E,0,1057.1,277.6,PE,28,2021,Julio,Sem 28,OSR 0001-0001448  F.Emision(31/05/2021) & F.Venc.(15/07/2021 14:43:27),US$,
2222,_62B0P2X998404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001504,31/05/2021 00:00,15/07/2021 00:00,15/07/2021 00:00,7,28,VISTO BUENO,02,E,0,449.34,118,PE,28,2021,Julio,Sem 28,OSR 0001-0001504  F.Emision(31/05/2021) & F.Venc.(15/07/2021),US$,
2223,_62B0P4HO58404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001505,31/05/2021 00:00,15/07/2021 00:00,15/07/2021 00:00,7,28,VISTO BUENO,02,E,0,449.34,118,PE,28,2021,Julio,Sem 28,OSR 0001-0001505  F.Emision(31/05/2021) & F.Venc.(15/07/2021),US$,
2224,_62A0KEUOO8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001412,28/05/2021 00:00,12/07/2021 00:00,12/07/2021 00:00,4,28,RE-EMISION DE CITA,02,E,0,45.61,11.8,PE,28,2021,Julio,Sem 28,OSR 0001-0001412  F.Emision(28/05/2021) & F.Venc.(12/07/2021),US$,
2225,_6270LJ8588404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001404,27/05/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIOS EXTRAORDINARIOS,02,E,0,167.74,43.66,PE,28,2021,Julio,Sem 28,OSR 0001-0001404  F.Emision(27/05/2021) & F.Venc.(11/07/2021),US$,
2226,_6270LKYHZ8404,20253319403,NEW TRANSPORT S.A.,OSR,OSR 0001-0001405,27/05/2021 00:00,11/07/2021 00:00,11/07/2021 00:00,3,28,SERVICIOS EXTRAORDINARIOS,02,E,0,167.74,43.66,PE,28,2021,Julio,Sem 28,OSR 0001-0001405  F.Emision(27/05/2021) & F.Venc.(11/07/2021),US$,
